dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold,Year,Cluster_Type
IGANGA,Iganga,"402,600",402600,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,Busoga,Iganga District,31,18,49,37129,23242,60371,61259,29067,90326,23401,18674,42075,32101,28853,60954,21,11,32,36001,22064,58065,59565,27735,87300,31258,28025,59283,22633,17984,40617,245297,19,11,30,42882,21702,64584,56703,26586,83289,30476,91983,122459,21900,17378,39278,2042,4991,7033,153921,99854,253775,32132,28871,61003,633,407781.6813,644.2048678,0.7236,33.4832,601.5400182,IGANGA,0.081859346,0.392504816,0.265,1,False,0.16350935,0.308,False,False,2022,Not Significant
NAMAYINGO,Namayingo,"237,000",237000,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,Busoga,Namayingo District,49,43,92,20650,12778,33428,33357,16806,50163,14430,11623,26053,25199,22239,47438,49,43,92,20308,12520,32828,33037,16706,49743,24915,22061,46976,14280,11446,25726,155365,48,41,89,19661,12157,31818,32897,16223,49120,24557,68804,93361,13771,11199,24970,1934,3639,5573,93685,63489,157174,25248,22282,47530,587,255567.5638,435.3791547,0.3426,33.8411,607.9214345,NAMAYINGO,-0.001073073,-0.001411717,0.428,4,False,0.001934887,0.459,False,False,2022,Not Significant
RUKUNGIRI,Rukungiri,"333,800",333800,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,Kigezi,Rukungiri District,20,4,24,9766,8704,18470,13313,9567,22880,4452,4191,8643,4370,4042,8412,10,3,13,9625,8559,18184,12950,9301,22251,4202,3906,8108,4331,4067,8398,56954,10,3,13,8914,8285,17199,12244,8870,21114,3948,18103,22051,4079,3822,7901,107,498,605,31921,26508,58429,4390,4046,8436,1381,362935.6227,262.8063886,0.7518,29.9278,156.9259021,RUKUNGIRI,0.796122015,2.537700469,0.001,3,True,-0.931684191,0.001,False,True,2022,Low-Low
PAKWACH,Pakwach,"196,800",196800,NEBBI,NEBBI,PAKWACH,PAKWACH,PAKWACH,PAKWACH,West Nile,Pakwach District,21,25,46,22574,11574,34148,20090,9304,29394,11529,9343,20872,15899,15085,30984,21,25,46,22302,11469,33771,19857,9211,29068,15771,14968,30739,11387,9264,20651,114275,21,25,46,22302,11447,33749,19784,9192,28976,15618,42102,57720,11547,9243,20790,1282,2198,3480,70113,45331,115444,15920,15110,31030,877,196093.2149,223.595456,2.4738,31.3999,582.7585623,PAKWACH,0.316126367,1.627412702,0.067,1,False,0.698770285,0.073,False,False,2022,Not Significant
RUBANDA,Rubanda,"208,500",208500,KABALE,KABALE,RUBANDA,RUBANDA,RUBANDA,RUBANDA,Kigezi,Rubanda District,0,0,0,278,487,765,915,1956,2871,99,107,206,150,151,301,0,0,0,263,477,740,865,1932,2797,147,143,290,94,105,199,4026,0,0,0,248,468,716,844,1890,2734,139,2407,2546,91,98,189,9,35,44,1442,2701,4143,150,151,301,660,237924.8239,360.4921574,1.1517,29.8352,16.92131125,RUBANDA,1.329495094,2.403233565,0.001,3,True,-1.041941526,0.001,False,True,2022,Low-Low
LUUKA,Luuka,"267,100",267100,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,Busoga,Luuka District,29,32,61,24874,12844,37718,39605,14877,54482,16688,11974,28662,25515,20970,46485,28,31,59,24780,12773,37553,39415,14739,54154,25331,20780,46111,16635,11922,28557,166434,28,31,59,24427,12554,36981,38909,14518,53427,24751,67055,91806,16401,11750,28151,2150,5413,7563,106711,60697,167408,25544,21002,46546,650,285390.7602,439.062708,0.7251,33.3037,583.1793569,LUUKA,0.030926664,0.197554456,0.357,1,False,0.071219209,0.39,False,False,2022,Not Significant
KALIRO,Kaliro,"288,500",288500,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,Busoga,Kaliro District,117,80,197,14846,8641,23487,32188,15516,47704,10425,7717,18142,21651,18902,40553,113,77,190,14834,8631,23465,32169,15490,47659,21642,18851,40493,10417,7703,18120,129927,113,77,190,14681,8553,23234,31917,15309,47226,21560,61437,82997,10358,7664,18022,2841,5567,8408,79227,50856,130083,21768,18982,40750,779,245480.0124,315.1219672,0.8927,33.5028,529.2773075,KALIRO,0.13348481,1.192235187,0.101,1,False,0.463458687,0.123,False,False,2022,Not Significant
OMORO,Omoro,"196,400",196400,GULU,OMORO,OMORO,OMORO,OMORO,OMORO,Acholi,Omoro District,32,31,63,32008,16227,48235,32259,8887,41146,15104,12161,27265,22107,18820,40927,32,30,62,31745,16099,47844,31830,8806,40636,21877,18646,40523,14976,12011,26987,156052,32,30,62,33513,16034,49547,31714,8732,40446,21791,53384,75175,14968,12083,27051,1446,2492,3938,101510,56126,157636,22139,18851,40990,1483,192458.0355,129.7761534,2.7152,32.492,810.8365005,OMORO,0.8419933,1.892455523,0.049,1,True,0.737702752,0.054,False,False,2022,Other
RUKIGA,Rukiga,"105,400",105400,KABALE,KABALE,RUKIGA,RUKIGA,RUKIGA,RUKIGA,Kigezi,Rukiga District,1,0,1,1432,1296,2728,1888,1438,3326,693,662,1355,653,586,1239,1,0,1,1410,1283,2693,1840,1398,3238,647,576,1223,678,653,1331,8486,1,0,1,1278,1165,2443,1675,1276,2951,594,2622,3216,615,599,1214,10,50,60,4667,3982,8649,654,586,1240,426,125320.0615,294.1785482,1.1326,30.0434,67.71461726,RUKIGA,1.240261719,2.289455872,0.001,3,True,-1.102798863,0.001,False,True,2022,Low-Low
ZOMBO,Zombo,"283,100",283100,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,West Nile,Zombo District,19,22,41,22421,13545,35966,25914,11059,36973,11123,9461,20584,21108,19263,40371,11,9,20,21587,13186,34773,24885,10430,35315,19994,28160,48154,10727,9108,19835,138097,8,8,16,20893,12778,33671,23766,10204,33970,19365,50347,69712,10297,8699,18996,640,1234,0,80585,53350,133935,21127,19285,40412,939,296541.9074,315.8060781,2.4882,30.8499,465.691346,ZOMBO,0.080675312,1.255726765,0.087,1,False,0.871208753,0.101,False,False,2022,Not Significant
JINJA,Jinja,"515,100",515100,JINJA,JINJA,JINJA,JINJA,JINJA,JINJA,Busoga,Jinja District,58,51,109,16626,10774,27400,28444,14840,43284,11220,9066,20286,17473,14850,32323,28,21,49,15540,10085,25625,26031,13749,39780,16526,14030,30556,10665,8633,19298,115308,28,20,48,14915,9662,24577,24903,13061,37964,15835,46917,62752,10222,8208,18430,883,1659,2542,73821,49581,123402,17531,14901,32432,499,268511.1342,538.0984653,0.5349,33.2139,429.4347061,JINJA,0.001871386,0.221639116,0.471,3,False,-0.096010668,0.451,False,False,2022,Not Significant
BUYENDE,Buyende,"414,600",414600,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,Busoga,Buyende District,80,67,147,12886,7404,20290,22487,9482,31969,9774,7711,17485,17030,15367,32397,80,67,147,12883,7401,20284,21150,9480,30630,17013,15262,32275,9767,7709,17476,100812,80,67,147,12853,7475,20328,21089,9425,30514,16996,45182,62178,9747,7692,17439,3746,6747,10493,62257,40031,102288,17110,15434,32544,1379,385941.3361,279.8704395,1.2414,33.1239,261.210683,BUYENDE,-0.107503157,-0.538081379,0.243,2,False,0.1952547,0.264,False,False,2022,Not Significant
KISORO,Kisoro,"315,400",315400,KISORO,KISORO,KISORO,KISORO,KISORO,KISORO,Kigezi,Kisoro District,1,0,1,1622,1758,3380,3306,3334,6640,943,904,1847,1149,1080,2229,1,0,1,1566,1706,3272,3148,3253,6401,1093,1025,2118,925,843,1768,13560,1,0,1,1632,1661,3293,3038,3189,6227,1050,5801,6851,906,820,1726,6,53,59,7021,7076,14097,1150,1080,2230,690,397813.9477,576.5419532,1.1539,29.6499,34.08628601,KISORO,1.188290153,1.404137181,0.021,3,True,-0.970842576,0.023,False,True,2022,Low-Low
NAKAPIRIPIRIT,Nakapiripirit,"113,300",113300,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,Karamoja,Nakapiripirit District,71,73,144,5130,3503,8633,9744,7677,17421,3679,3139,6818,12408,11731,24139,12,16,28,4739,3347,8086,7794,6762,14556,11506,10910,22416,3489,2981,6470,51556,13,14,27,4702,3337,8039,7716,6769,14485,11459,30940,42399,3472,2981,6453,267,649,916,31032,26123,57155,12479,11804,24283,2641,106550.8415,40.34488508,1.7013,34.5971,483.8629078,NAKAPIRIPIRIT,-0.04580379,-0.846538418,0.183,4,False,-0.306514812,0.199,False,False,2022,Not Significant
BUKOMANSIMBI,Bukomansimbi,"156,600",156600,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,South Central,Bukomansimbi District,3,3,6,7472,6553,14025,7239,4282,11521,4668,4435,9103,4320,4251,8571,3,4,7,7377,6483,13860,7103,4229,11332,4245,4177,8422,4557,4368,8925,42546,12,4,16,7442,6532,13974,7134,4254,11388,4334,13774,18108,4642,4422,9064,152,499,651,23702,19524,43226,4323,4254,8577,600,187329.3886,312.2156476,0.1433,31.6055,227.1186615,BUKOMANSIMBI,-0.034376374,-0.100026291,0.395,2,False,0.048540445,0.409,False,False,2022,Not Significant
DOKOLO,Dokolo,"215,500",215500,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,Lango,Dokolo District,12,6,18,35841,18161,54002,37959,10652,48611,17756,13205,30961,22643,20106,42749,12,6,18,35247,17834,53081,37226,10439,47665,22327,19819,42146,17492,12990,30482,173392,11,6,17,35513,18061,53574,37620,10578,48198,22599,57497,80096,17711,13167,30878,1611,2927,4538,114211,62130,176341,22655,20112,42767,1004,208686.1554,207.8547364,1.9131,33.1717,830.8744759,DOKOLO,0.420224311,0.889282106,0.142,1,False,0.354710568,0.156,False,False,2022,Not Significant
KWEEN,Kween,"109,500",109500,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,Bugisu,Kween District,0,0,0,2465,2605,5070,4935,3677,8612,1129,1084,2213,1053,1022,2075,0,0,0,2310,2466,4776,4499,3415,7914,954,925,1879,1058,1011,2069,16638,0,0,0,2204,2384,4588,4360,3364,7724,918,5608,6526,1004,981,1985,74,132,206,9582,8388,17970,1053,1022,2075,851,121208.851,142.4310823,1.4126,34.5528,137.2672034,KWEEN,0.420268727,1.284915791,0.061,3,False,-0.463326933,0.069,False,False,2022,Not Significant
SERERE,Serere,"359,500",359500,SERERE,SERERE,SERERE,SERERE,SERERE,SERERE,Teso,Serere District,38,42,80,29522,16135,45657,24644,7470,32114,14071,11806,25877,12158,11639,23797,38,42,80,29399,16180,45579,24290,7384,31674,12038,11522,23560,14004,11772,25776,126669,38,42,80,28028,15479,43507,23347,7130,30477,11572,31516,43088,13342,11310,24652,1100,2124,3224,80433,47092,127525,12196,11681,23877,1495,342349.3547,228.9962239,1.4994,33.549,369.9992369,SERERE,-0.03892514,-0.471348174,0.263,2,False,0.189849843,0.268,False,False,2022,Not Significant
AMURIA,Amuria,"225,000",225000,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,Teso,Amuria District,21,22,43,26514,13970,40484,29028,9575,38603,12123,9153,21276,11283,10812,22095,21,20,41,26509,13939,40448,29128,9568,38696,11276,10812,22088,12092,9131,21223,122496,20,20,40,26242,13771,40013,28877,9522,38399,11206,33447,44653,12004,9060,21064,808,1643,2451,78969,43532,122501,11304,10834,22138,1383,236209.2633,170.7948397,2.0302,33.6428,518.5910082,AMURIA,0.086806469,0.788949402,0.16,1,False,0.340569258,0.179,False,False,2022,Not Significant
KYEGEGWA,Kyegegwa,"441,000",441000,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,Tooro,Kyegegwa District,271,204,475,20103,14559,34662,34387,17466,51853,11851,9817,21668,13421,12436,25857,258,184,442,19658,14217,33875,32574,16345,48919,13184,12049,25233,11466,9729,21195,129664,259,184,443,19273,15325,34598,31720,15922,47642,12805,44396,57201,11301,9471,20772,981,2682,3663,80033,54482,134515,13692,12640,26332,1882,446571.8369,237.2857794,0.4818,31.055,290.3541811,KYEGEGWA,0.18120946,1.024021303,0.124,3,False,-0.406404166,0.13,False,False,2022,Not Significant
KYENJOJO,Kyenjojo,"525,400",525400,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,Tooro,Kyenjojo District,45,29,74,24289,18136,42425,32139,20553,52692,11951,10357,22308,14294,13775,28069,42,30,72,22654,16926,39580,28720,17599,46319,13238,12757,25995,11268,9655,20923,132889,43,31,74,22556,16900,39456,28676,17605,46281,13224,45806,59030,11193,9629,20822,670,1558,2228,82718,62850,145568,14339,13804,28143,2352,517109.2556,219.8593774,0.6093,30.6401,256.9843772,KYENJOJO,0.276624052,1.158234997,0.075,3,False,-0.504736485,0.092,False,False,2022,Not Significant
SHEEMA,Sheema,"220,500",220500,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,Ankole,Sheema District,0,0,0,856,849,1705,1519,1224,2743,350,364,714,397,313,710,0,0,0,817,841,1658,1405,1148,2553,364,288,652,332,344,676,5539,0,0,0,817,841,1658,1405,1147,2552,364,2068,2432,332,343,675,1,28,29,3122,2750,5872,397,313,710,327,242570.089,741.8045534,0.5515,30.3897,22.83463729,SHEEMA,1.322549697,2.654001937,0.001,3,True,-1.050931611,0.001,False,True,2022,Low-Low
RUBIRIZI,Rubirizi,"144,100",144100,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,Ankole,Rubirizi District,7,3,10,6203,5460,11663,8744,5201,13945,2989,2718,5707,2516,2391,4907,6,3,9,6230,5487,11717,8669,5169,13838,2521,2387,4908,2994,2730,5724,36196,6,3,9,6225,5486,11711,8663,5159,13822,2519,10822,13341,2992,2730,5722,45,141,186,20459,15773,36232,2523,2394,4917,1096,159551.8057,145.5764651,0.2642,30.1084,226.8604849,RUBIRIZI,0.410438928,1.618787608,0.027,3,True,-0.640749537,0.023,False,True,2022,Low-Low
KIBAALE,Kibaale,"198,200",198200,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,Bunyoro,Kibaale District,40,25,65,5715,4187,9902,8340,5081,13421,3081,2637,5718,4837,4555,9392,27,14,41,5374,3930,9304,7050,4286,11336,4348,4084,8432,2841,2446,5287,34400,28,13,41,5176,3810,8986,7691,4267,11958,4296,13494,17790,2799,2379,5178,605,1821,2426,22013,16485,38498,4877,4580,9457,1153,214072.0462,185.6652612,0.8088,31.0335,160.6935637,KIBAALE,0.520156234,1.41096078,0.037,3,True,-0.619097138,0.043,False,True,2022,Low-Low
KIKUUBE,Kikuube,"358,700",358700,HOIMA,HOIMA,HOIMA,KIKUUBE,KIKUUBE,KIKUUBE,Bunyoro,Kikuube District,25,25,50,26944,17337,44281,32837,16865,49702,15900,13140,29040,27180,26223,53403,24,24,48,25991,16645,42636,31783,16145,47928,26560,25949,52509,18688,12857,31545,174666,23,37,60,25906,17011,42917,30986,15734,46720,26492,71222,97714,15571,12783,28354,1327,3374,4701,102886,73590,176476,27205,26248,53453,2098,353885.3585,168.6774826,1.2375,30.9876,493.5666193,KIKUUBE,-0.126786257,-1.612206099,0.021,4,True,-0.707302141,0.025,False,True,2022,Low-Low
LWENGO,Lwengo,"290,500",290500,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,South Central,Lwengo District,50,31,81,15560,12995,28555,16129,8680,24809,8732,7573,16305,7754,7272,15026,32,23,55,14922,12530,27452,14324,7648,21972,7117,6630,13747,8343,7247,15590,78816,32,23,55,14715,12256,26971,13889,7429,21318,6941,22821,29762,8119,7040,15159,383,1128,1511,48225,36551,84776,7804,7303,15107,988,311636.2703,315.4213262,0.4165,31.3999,252.9102274,LWENGO,0.210694853,0.86264561,0.178,3,False,-0.377034175,0.177,False,False,2022,Not Significant
APAC,Apac,"226,600",226600,APAC,APAC,APAC,APAC,APAC,APAC,Lango,Apac District,28,41,69,31026,17233,48259,33367,14279,47646,11887,9089,20976,13476,12223,25699,28,38,66,30924,17172,48096,33069,13886,46955,13397,12119,25516,11858,9076,20934,141567,28,38,66,30649,17027,47676,32685,13773,46458,13275,42289,55564,11762,8976,20738,1250,2458,3708,89784,52865,142649,13504,12264,25768,1783,214095.8747,120.0762057,1.8445,32.4014,661.2317972,APAC,0.034753035,0.139188134,0.402,1,False,0.055073405,0.39,False,False,2022,Not Significant
PALLISA,Pallisa,"353,400",353400,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,Bukedi,Pallisa District,237,202,439,28905,15169,44074,34213,10579,44792,18243,14065,32308,22289,19831,42120,237,201,438,28819,15127,43946,34135,10436,44571,22275,19718,41993,18179,14057,32236,163184,236,200,436,28469,14862,43331,33744,10368,44112,22046,56938,78984,17914,13897,31811,1805,3745,5550,103887,59846,163733,22526,20033,42559,796,321831.3996,404.3108035,1.2009,33.7071,507.048101,PALLISA,0.079693677,0.998859354,0.134,1,False,0.362863134,0.154,False,False,2022,Not Significant
LIRA,Lira,"478,500",478500,LIRA,LIRA,LIRA,LIRA,LIRA,LIRA,Lango,Lira District,2,5,7,13095,6722,19817,19598,6145,25743,7066,5253,12319,9752,8554,18306,2,5,7,13010,6700,19710,19387,6106,25493,9709,8531,18240,7042,5239,12281,75731,2,5,7,12958,6675,19633,19301,6061,25362,9681,26160,35841,7015,5222,12237,754,1111,1865,49513,26679,76192,9754,8559,18313,1046,233244.5794,222.9871696,2.2316,32.9438,324.6849303,LIRA,-0.232901677,-1.899136223,0.051,2,False,0.675430758,0.052,False,False,2022,Not Significant
KALUNGU,Kalungu,"194,100",194100,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,South Central,Kalungu District,25,19,44,9778,9093,18871,8432,5243,13675,5287,5561,10848,4426,4637,9063,25,17,42,9604,11320,20924,7999,4994,12993,4227,4400,8627,5087,5391,10478,53064,25,17,42,9835,8777,18612,7907,4906,12813,4208,14140,18348,5094,5365,10459,246,827,1073,27948,24553,52501,4451,4656,9107,790,211203.2298,267.3458605,0.0953,31.7651,251.2461578,KALUNGU,-0.107625388,-0.40089508,0.285,2,False,0.184502127,0.282,False,False,2022,Not Significant
NAPAK,Napak,"158,300",158300,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,Karamoja,Napak District,19,11,30,7280,4750,12030,11809,4376,16185,6230,4903,11133,14840,12874,27714,19,11,30,7139,4672,11811,11359,4249,15608,14621,12701,27322,6176,4835,11011,65782,19,11,30,7064,4631,11695,11303,4233,15536,14530,34444,48974,6131,4797,10928,650,1103,1753,40178,26914,67092,14859,12885,27744,4822,195607.0713,40.56554776,2.4265,34.331,336.2966357,NAPAK,-0.06971291,-0.556024137,0.239,2,False,0.224329735,0.251,False,False,2022,Not Significant
NAMUTUMBA,Namutumba,"306,500",306500,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,Busoga,Namutumba District,20,22,42,19737,11934,31671,32383,14373,46756,16444,13273,29717,23783,20955,44738,20,22,42,19509,11864,31373,31925,14260,46185,23479,20722,44201,16299,13167,29466,151267,20,20,40,18700,11373,30073,30018,13715,43733,22713,61751,84464,15674,14094,29768,982,2802,3784,92367,60557,152924,23803,20977,44780,812,298578.6176,367.7076571,0.8493,33.6623,506.6236866,NAMUTUMBA,0.132481525,1.513505182,0.058,1,False,0.605719731,0.081,False,False,2022,Not Significant
OTUKE,Otuke,"133,500",133500,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,Lango,Otuke District,6,10,16,20932,10705,31637,24097,6498,30595,11241,8075,19316,12865,11644,24509,6,9,15,20868,10683,31551,23937,6456,30393,12809,11598,24407,11218,8062,19280,105646,6,9,15,20675,10557,31232,23674,6360,30034,12689,32782,45471,11100,7903,19003,546,1385,1931,69141,36932,106073,12871,11654,24525,1549,147648.1859,95.31838986,2.5214,33.3486,715.5252153,OTUKE,0.588811924,1.725225204,0.052,1,False,0.688416681,0.068,False,False,2022,Not Significant
NEBBI,Nebbi,"282,600",282600,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,West Nile,Nebbi District,24,16,40,29598,16804,46402,37878,15297,53175,15168,12719,27887,23007,22433,45440,24,16,40,29408,16727,46135,37592,15236,52828,22877,22377,45254,15102,13196,28298,172555,24,16,40,29110,16505,45615,36817,14641,51458,22616,62200,84816,14947,12181,27128,1341,2392,3733,105675,67269,172944,23031,22449,45480,987,286147.7521,289.9166688,2.4104,31.2168,603.0276273,NEBBI,0.305589876,1.018065402,0.113,1,False,0.594743712,0.133,False,False,2022,Not Significant
KAMPALA,Kampala,"1,680,600",1680600,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,Kampala,Kampala District,1334,1237,2571,30431,25925,56356,74702,64028,138730,23737,22700,46437,27154,26304,53458,492,413,905,20922,17823,38745,45190,41783,86973,16937,16085,33022,15108,14440,29548,189193,479,397,876,19823,17306,37129,44825,41659,86484,16813,80338,97151,14830,14033,28863,1085,3879,4964,157358,140194,297552,28488,27541,56029,195,1735422.756,8899.603876,0.3152,32.5816,109.018393,KAMPALA,0.95128403,1.392000626,0.027,3,True,-0.951996754,0.034,False,True,2022,Low-Low
ABIM,Abim,"153,500",153500,ABIM,ABIM,ABIM,ABIM,ABIM,ABIM,Karamoja,Abim District,12,18,30,14866,8361,23227,15518,7577,23095,7392,5695,13087,11752,10340,22092,12,17,29,14735,8130,22865,15190,7360,22550,11514,10145,21659,7237,5636,12873,79976,12,17,29,14458,7894,22352,14952,7274,22226,11251,31168,42419,7067,5481,12548,536,984,1520,49540,31991,81531,11764,10358,22122,2301,136003.4758,59.10624763,2.7067,33.6595,588.0437947,ABIM,0.221890859,1.028544174,0.108,1,False,0.474685792,0.11,False,False,2022,Not Significant
BUDUDA,Bududa,"271,100",271100,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,Bugisu,Bududa District,6,2,8,5209,3919,9128,7068,4238,11306,2448,2016,4464,2652,2482,5134,6,2,8,5209,3919,9128,7066,4235,11301,2653,2481,5134,2442,2016,4458,30029,6,2,8,5056,3805,8861,6881,4100,10981,2595,9670,12265,2368,1950,4318,334,717,1051,17383,12657,30040,2658,2484,5142,318,40576.8621,127.6001953,1.003,34.3338,740.0522969,BUDUDA,-0.549276721,-1.308158288,0.052,4,False,-0.578219908,0.055,False,False,2022,Not Significant
SIRONKO,Sironko,"274,300",274300,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,Bugisu,Sironko District,2,10,12,11950,8040,19990,20819,11510,32329,6076,4945,11021,7192,6036,13228,2,7,9,11436,7683,19119,19269,10611,29880,6782,5623,12405,5831,4754,10585,71998,3,8,11,10844,7300,18144,18422,10187,28609,6450,24455,30905,5572,4515,10087,573,1327,1900,46039,30541,76580,7194,6046,13240,383,286226.6186,747.3279858,1.2302,34.2491,251.5419438,SIRONKO,0.122576266,0.51299674,0.299,3,False,-0.219526768,0.326,False,False,2022,Not Significant
KATAKWI,Katakwi,"194,600",194600,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,Teso,Katakwi District,15,6,21,33820,21244,55064,33317,150876,184193,17258,13539,30797,17619,15920,33539,15,6,21,33915,21161,55076,33470,14859,48329,17571,15870,33441,17257,13535,30792,167659,16,6,22,33206,20796,54002,32994,14665,47659,17265,51840,69105,16877,13221,30098,1837,4785,6622,102029,201585,303614,17634,15926,33560,2306,218780.0327,94.87425528,1.9142,33.9583,766.3359308,KATAKWI,0.047285314,0.132902149,0.377,1,False,0.054009752,0.38,False,False,2022,Not Significant
KUMI,Kumi,"284,800",284800,KUMI,KUMI,KUMI,KUMI,KUMI,KUMI,Teso,Kumi District,5,2,7,34629,21087,55716,43400,20674,64074,16085,13195,29280,17816,16842,34658,5,0,5,34510,21017,55527,42809,20371,63180,17677,16722,34399,15984,13076,29060,182171,5,0,5,34175,20781,54956,42537,20223,62760,19162,62038,81200,15854,12975,28829,1532,3146,4678,111935,71800,183735,17821,16844,34665,1005,276740.5225,275.3637039,1.4877,33.9304,658.2736722,KUMI,0.208183351,0.751116984,0.176,1,False,0.307959138,0.185,False,False,2022,Not Significant
BULIISA,Buliisa,"149,300",149300,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,Bunyoro,Buliisa District,5,1,6,14513,8923,23436,16989,6055,23044,8917,7162,16079,12980,11908,24888,5,1,6,14058,8588,22646,13059,5648,18707,12467,11569,24036,8622,6980,15602,80997,5,1,6,14017,8594,22611,13213,5761,18974,12517,31674,44191,8577,6853,15430,959,2034,2993,53404,34049,87453,12985,11909,24894,1367,155155.6147,113.5008154,1.8992,31.3542,522.0371828,BULIISA,-0.02409101,-0.210698686,0.475,4,False,-0.088259256,0.47,False,False,2022,Not Significant
