dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold,Year,Cluster_Type
RAKAI,Rakai,"317,700",317700,RAKAI,RAKAI,RAKAI,RAKAI,RAKAI,RAKAI,South Central,Rakai District,4,4,8,17074,13252,30326,19333,10758,30091,8139,7118,15257,6129,6015,12144,4,4,8,17043,13218,30261,19317,11773,31090,6122,6003,12125,8119,7108,15227,88711,3,4,7,16843,13100,29943,114604,240506,355110,6091,5936,12027,8022,7045,15067,313,830,1143,50679,37147,87826,8380,6019,14399,1528,324156.1533,212.1440794,0.7083,31.3542,273.6674874,RAKAI,0.123441419,1.222030562,0.046,3,True,-0.607013288,0.052,False,False,2021,Other
BUSHENYI,Bushenyi,"248,300",248300,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,Ankole,Bushenyi District,1,1,2,3785,3700,7485,5362,3778,9140,1426,1281,2707,1066,1021,2087,1,1,2,3688,3640,7328,5060,3481,8541,1037,996,2033,1396,1251,2647,20551,1,1,2,3648,3600,7248,23860,53790,77650,1025,988,2013,1374,1232,2606,59,172,231,11640,9781,21421,1248,1022,2270,845,267721.0326,316.8296243,0.4875,30.1127,76.76273993,BUSHENYI,0.790667478,2.030835504,0.001,3,True,-0.892500788,0.001,False,True,2021,Low-Low
ISINGIRO,Isingiro,"596,400",596400,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,Ankole,Isingiro District,9,2,11,19619,14886,34505,34204,21570,55774,11465,9073,20538,14141,13268,27409,9,2,11,19114,14588,33702,32199,20127,52326,13495,12525,26020,11195,8829,20024,132083,9,2,11,18441,14082,32523,157156,392220,549376,13569,12760,26329,10880,8586,19466,445,1189,1634,79438,58799,138237,20888,13270,34158,2536,586227.0097,231.1620701,0.8435,30.8039,225.3103283,ISINGIRO,0.284365004,1.735860952,0.005,3,True,-0.764150521,0.003,False,True,2021,Low-Low
RWAMPARA,Rwampara,"144,600",144600,MBARARA,MBARARA,MBARARA,MBARARA,RWAMPARA,RWAMPARA,Ankole,Rwampara District,2,0,2,467,393,860,1642,936,2578,170,135,305,183,166,349,2,0,2,454,385,839,1595,920,2515,181,161,342,169,132,301,3999,2,0,2,449,382,831,2952,9877,12829,181,171,352,164,130,294,6,16,22,2464,1630,4094,353,166,519,542,151479.0396,279.4816229,0.7476,30.482,26.39969207,RWAMPARA,0.90421369,1.698058098,0.005,3,True,-0.855051893,0.002,False,True,2021,Low-Low
HOIMA,Hoima,"374,500",374500,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,Bunyoro,Hoima District,1,2,3,3911,2239,6150,4951,2509,7460,2137,1568,3705,3153,2849,6002,1,1,2,3845,2205,6050,4854,2396,7250,3098,2795,5893,2109,1542,3651,22846,4,5,9,3857,2183,6040,31186,75017,106203,3093,2773,5866,2067,1528,3595,696,1207,1903,14153,9167,23320,5649,2851,8500,1341,240655.8559,179.459997,1.6343,31.171,94.9322422,HOIMA,0.208490044,0.526804342,0.311,3,False,-0.257581715,0.307,False,False,2021,Not Significant
KAZO,Kazo,"217,600",217600,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KAZO,KAZO,Ankole,Kazo District,49,38,87,10388,7994,18382,13221,7927,21148,4858,4032,8890,3095,2785,5880,38,28,66,9915,7719,17634,12137,7513,19650,2911,2635,5546,4630,3856,8486,51382,32,23,55,9545,7394,16939,62052,140515,202567,2783,2522,5305,4446,3700,8146,147,721,868,31611,22776,54387,3103,2823,5926,1558,198785.9659,127.5904787,0.3576,32.5571,258.4790117,KAZO,0.059522799,0.526716175,0.305,3,False,-0.233366925,0.314,False,False,2021,Not Significant
ARUA,Terego,"233,700",233700,ARUA,ARUA,ARUA,ARUA,TEREGO,TEREGO,West Nile,Terego District,93,64,157,47352,25849,73201,51349,17065,68414,23018,17658,40676,28048,27036,55084,74,50,124,38072,23177,61249,39585,13947,53532,24019,23117,47136,20892,15895,36787,198828,128,90,218,39931,23794,63725,295732,695329,991061,25103,23180,48283,21276,16235,37511,1606,4591,6197,149860,87672,237532,36283,27100,63383,1200,279597.9261,232.9982717,3.171,31.1252,711.1211545,TEREGO,-0.52029077,-0.390840707,0.374,4,False,-0.383284719,0.389,False,False,2021,Not Significant
ARUA,Arua,"517,300",517300,ARUA,ARUA,ARUA,ARUA,ARUA,ARUA,West Nile,Arua District,2,7,9,7842,4172,12014,7076,3080,10156,3554,2712,6266,2964,2858,5822,2,7,9,7709,4074,11783,6838,2988,9826,2900,2751,5651,3466,2640,6106,33375,2,7,9,7766,4139,11905,47342,110065,157407,2949,2825,5774,9424,2669,12093,337,548,885,21438,12829,34267,4027,2865,6892,800,151367.5827,189.2094783,3.0018,30.9876,220.4897469,ARUA,-0.52029077,-1.181861046,0.06,2,False,1.329874181,0.059,False,False,2021,Not Significant
MASAKA,Masaka,"335,700",335700,MASAKA,MASAKA,MASAKA,MASAKA,MASAKA,MASAKA,South Central,Masaka District,4,5,9,4425,4166,8591,4590,3225,7815,2250,2202,4452,1755,1723,3478,4,5,9,4432,4200,8632,4611,3202,7813,1764,1708,3472,2296,2205,4501,24427,4,5,9,4427,4194,8621,4611,3202,7813,1756,7176,8932,2304,2202,4506,73,293,366,13024,11321,24345,1759,1728,3487,855,113632.5676,132.9035878,0.4464,31.9018,214.9647809,MASAKA,0.482705615,1.566483304,0.02,3,True,-0.712827792,0.014,False,True,2022,Low-Low
BUTEBO,Butebo,"121,200",121200,PALLISA,BUTEBO,BUTEBO,BUTEBO,BUTEBO,BUTEBO,Bukedi,Butebo District,22,19,41,15890,8270,24160,18175,5782,23957,9867,7394,17261,11639,10355,21994,21,19,40,15829,8227,24056,18062,5723,23785,11567,10259,21826,9804,7330,17134,86841,12,17,29,15385,8046,23431,17067,5505,22572,10998,28576,39574,9408,6952,16360,381,713,1094,55593,31820,87413,11661,10374,22035,236,157374.5036,666.8411168,1.2393,33.83,551.8111131,BUTEBO,0.197748311,1.428306625,0.075,1,False,0.553481051,0.098,False,False,2022,Not Significant
ALEBTONG,Alebtong,"266,100",266100,ALEBTONG,ALEBTONG,ALEBTONG,ALEBTONG,ALEBTONG,ALEBTONG,Lango,Alebtong District,37,33,70,24525,11600,36125,32950,8406,41356,14516,11030,25546,21087,19353,40440,35,32,67,24524,11600,36124,32952,8394,41346,21087,19353,40440,14516,11030,25546,143523,35,32,67,24156,11433,35589,32709,8262,40971,20824,50983,71807,14181,10852,25033,1438,3262,4700,93115,50422,143537,21124,19386,40510,1534,271309.7571,176.8642484,2.2914,33.2139,529.0005105,ALEBTONG,0.11183253,1.020418811,0.124,1,False,0.38977001,0.158,False,False,2022,Not Significant
TORORO,Tororo,"597,500",597500,TORORO,TORORO,TORORO,TORORO,TORORO,TORORO,Bukedi,Tororo District,71,45,116,66397,41640,108037,78921,29027,107948,46064,38475,84539,55333,48024,103357,77,43,120,61339,37755,99094,74758,27162,101920,67345,45265,112610,42597,35161,77758,391502,70,43,113,64710,39984,104694,76210,28353,104563,52526,137927,190453,44885,36990,81875,2101,4111,6212,246786,157211,403997,55404,48069,103473,4504,2264958.695,502.8771526,0.3886,30.3436,172.8517173,TORORO,0.044511452,0.103925836,0.489,3,False,-0.060890481,0.492,False,False,2022,Not Significant
MOROTO,Moroto,"118,500",118500,MOROTO,MOROTO,MOROTO,MOROTO,MOROTO,MOROTO,Karamoja,Moroto District,75,102,177,6411,4697,11108,8331,4748,13079,4607,4077,8684,9755,9174,18929,75,102,177,6221,4566,10787,7892,4453,12345,9599,8961,18560,4278,3800,8078,49947,75,102,177,6090,4472,10562,7715,4363,12078,9354,24004,33358,4149,3663,7812,197,709,906,29179,22798,51977,9830,9276,19106,3533,103597.5669,29.3228324,2.7495,34.5971,482.1252226,MOROTO,-0.043789653,-0.709534901,0.235,4,False,-0.304043853,0.225,False,False,2022,Not Significant
KAGADI,Kagadi,"430,200",430200,KIBAALE,KAGADI,KAGADI,KAGADI,KAGADI,KAGADI,Bunyoro,Kagadi District,47,38,85,16364,10586,26950,20845,11151,31996,8507,6571,15078,9744,8772,18516,35,28,63,15572,10305,25877,19698,10472,30170,9362,8267,17629,8164,6272,14436,88175,37,28,65,15108,10029,25137,19071,10102,29173,9236,29189,38425,7978,6161,14139,914,1924,2838,55507,37118,92625,9791,8810,18601,1420,444189.3943,312.8094326,0.95,30.8,198.5076662,KAGADI,0.406928204,1.349619212,0.049,3,True,-0.560860117,0.041,False,True,2022,Low-Low
KAMULI,Kamuli,"558,500",558500,KAMULI,KAMULI,KAMULI,KAMULI,KAMULI,KAMULI,Busoga,Kamuli District,240,119,359,43916,25789,69705,70570,31099,101669,29392,22370,51762,52063,43886,95949,213,116,329,43598,25489,69087,69445,30719,100164,51666,43570,95236,28992,22016,51008,315824,209,116,325,42457,24788,67245,67738,29806,97544,50813,137903,188716,28287,21714,50001,4040,8197,12237,196181,123263,319444,52303,44005,96308,1515,529006.9212,349.1794859,0.9187,33.1239,597.0129829,KAMULI,-0.087549642,-0.320452009,0.416,4,False,-0.171891933,0.401,False,False,2022,Not Significant
BUDAKA,Budaka,"253,100",253100,BUDAKA,BUDAKA,BUDAKA,BUDAKA,BUDAKA,BUDAKA,Bukedi,Budaka District,39,19,58,27195,13972,41167,35869,10213,46082,20956,16406,37362,30450,27405,57855,41,19,60,27198,13954,41152,35851,10208,46059,30315,28250,58565,20877,16338,37215,183051,38,17,55,26234,13352,39586,34437,9899,44336,28867,69840,98707,19935,15661,35596,1910,4335,6245,114509,68015,182524,30489,27424,57913,410,264894.2904,646.0836351,1.1005,34.0196,691.034147,BUDAKA,0.533846476,1.373993812,0.076,1,False,0.683186926,0.085,False,False,2022,Not Significant
MARACHA,Maracha,"208,300",208300,MARACHA,MARACHA,MARACHA,MARACHA,MARACHA,MARACHA,West Nile,Maracha District,2,3,5,31883,18068,49951,32149,9970,42119,18232,13341,31573,15428,13973,29401,2,4,6,31762,18022,49784,31905,9924,41829,15272,13933,29205,18202,13299,31501,152325,2,3,5,31149,17661,48810,31789,9726,41515,15056,41547,56603,17842,13025,30867,1816,4033,5849,97694,55355,153049,15430,13976,29406,440,224074.9857,509.2613311,3.2873,30.9403,679.794755,MARACHA,0.185124033,0.390600068,0.284,1,False,0.251251013,0.285,False,False,2022,Not Significant
MPIGI,Mpigi,"286,600",286600,MPIGI,MPIGI,MPIGI,MPIGI,MPIGI,MPIGI,South Central,Mpigi District,24,12,36,7310,6616,13926,11213,8719,19932,3890,3543,7433,3927,4000,7927,19,12,31,6977,6416,13393,10855,8064,18919,3785,3847,7632,3769,3461,7230,47205,18,11,29,6686,6145,12831,10562,7835,18397,3781,16448,20229,3619,3320,6939,160,692,852,26364,22890,49254,3951,4012,7963,1204,309803.8859,257.3121976,0.2274,32.3249,152.3705872,MPIGI,0.422672766,1.183655679,0.075,3,False,-0.489903987,0.067,False,False,2022,Not Significant
KAYUNGA,Kayunga,"407,700",407700,KAYUNGA,KAYUNGA,KAYUNGA,KAYUNGA,KAYUNGA,KAYUNGA,North Central,Kayunga District,74,48,122,15852,10726,26578,19836,11248,31084,10176,8415,18591,13889,13168,27057,74,48,122,15825,10716,26541,19611,11004,30615,13799,13104,26903,10155,8420,18575,102756,74,48,122,15260,10357,25617,18990,10763,29753,13428,39399,52827,9837,8196,18033,1271,2718,3989,59827,43605,103432,13963,13216,27179,1596,423930.13,265.6203822,0.7014,32.9029,242.3889993,KAYUNGA,0.076062591,0.33946202,0.396,3,False,-0.131729785,0.386,False,False,2022,Not Significant
KYANKWANZI,Kyankwanzi,"282,800",282800,KYANKWANZI,KYANKWANZI,KYANKWANZI,KYANKWANZI,KYANKWANZI,KYANKWANZI,North Central,Kyankwanzi District,92,16,108,9003,6124,15127,13040,6439,19479,5403,4422,9825,6746,6175,12921,90,15,105,8596,5885,14481,12165,6115,18280,6461,5963,12424,5149,4252,9401,54691,90,80,170,7836,5370,13206,11016,5524,16540,5864,17869,23733,4711,3837,8548,498,1757,2255,34284,23176,57460,6838,6191,13029,2455,264325.3978,107.6681865,1.2061,31.8164,206.9078509,KYANKWANZI,0.319140441,1.212768993,0.076,3,False,-0.456772507,0.075,False,False,2022,Not Significant
KIBOGA,Kiboga,"171,200",171200,KIBOGA,KIBOGA,KIBOGA,KIBOGA,KIBOGA,KIBOGA,North Central,Kiboga District,8,3,11,11234,9614,20848,15956,11957,27913,6491,5960,12451,6829,6819,13648,8,3,11,11149,9484,20633,15824,11863,27687,6728,6701,13429,6289,5829,12118,73878,8,3,11,11185,9217,20402,15458,11615,27073,6569,25928,32497,6119,5686,11805,223,703,926,40518,34353,74871,6837,6822,13659,1586,175640.5774,110.7443741,0.8658,31.9473,420.6203435,KIBOGA,0.025502666,1.060053353,0.093,3,False,-0.545309394,0.099,False,False,2022,Not Significant
NAKASEKE,Nakaseke,"234,600",234600,NAKASEKE,NAKASEKE,NAKASEKE,NAKASEKE,NAKASEKE,NAKASEKE,North Central,Nakaseke District,9,5,14,9863,8532,18395,14823,12555,27378,5583,5268,10851,5729,5760,11489,5,2,7,9103,7859,16962,12960,10640,23600,5158,5048,10206,5225,4889,10114,60889,5,2,7,8866,7701,16567,12871,10747,23618,5005,22383,27388,5068,4858,9926,245,871,1116,36007,32120,68127,5738,5765,11503,3475,239522.879,68.92744719,1.2231,32.0837,254.2095363,NAKASEKE,0.246844128,1.182340014,0.083,3,False,-0.444091708,0.085,False,False,2022,Not Significant
KASSANDA,Kassanda,"312,700",312700,MUBENDE,MUBENDE,MUBENDE,KASSANDA,KASSANDA,KASSANDA,North Central,Kassanda District,29,15,44,9957,7586,17543,15081,8629,23710,6456,5646,12102,7200,6815,14015,29,15,44,9826,7491,17317,14883,8459,23342,7113,6736,13849,6366,5560,11926,66478,29,15,44,9448,11119,20567,14433,8232,22665,6897,22953,29850,6145,5373,11518,702,2407,3109,38723,28691,67414,7229,6830,14059,1819,305014.589,167.6825668,0.5761,31.7195,217.9502306,KASSANDA,-0.25613833,-0.762998016,0.165,2,False,0.375687378,0.193,False,False,2022,Not Significant
MBALE,Mbale,"586,300",586300,MBALE,MBALE,MBALE,MBALE,MBALE,MBALE,Bugisu,Mbale District,60,24,84,14132,9460,23592,21724,10665,32389,8240,6543,14783,12161,10291,22452,48,17,65,13857,9273,23130,21383,10472,31855,11911,10070,21981,8065,6452,14517,91548,49,17,66,13654,9177,22831,21104,10377,31481,11804,35494,47298,7949,9139,17088,821,1592,2413,56317,36983,93300,12221,10315,22536,360,275263.949,764.6220806,1.0344,34.1977,332.5826006,MBALE,-0.046976553,-0.467763538,0.255,2,False,0.14484353,0.304,False,False,2022,Not Significant
BUKWO,Bukwo,"119,100",119100,BUKWO,BUKWO,BUKWO,BUKWO,BUKWO,BUKWO,Bugisu,Bukwo District,1,1,2,2482,2246,4728,3719,2992,6711,1498,1345,2843,1371,1218,2589,1,1,2,2375,2179,4554,3527,2872,6399,1313,1167,2480,1435,1299,2734,16169,1,1,2,2328,2130,4458,3395,2808,6203,1293,5722,7015,1411,1274,2685,61,136,197,9071,7802,16873,1372,1219,2591,525,108881.3295,207.3930085,1.2819,34.7299,148.5011257,BUKWO,0.810241342,1.30416775,0.037,3,True,-0.92082597,0.042,False,True,2022,Low-Low
KAPCHORWA,Kapchorwa,"123,800",123800,KAPCHORWA,KAPCHORWA,KAPCHORWA,KAPCHORWA,KAPCHORWA,KAPCHORWA,Bugisu,Kapchorwa District,8,3,11,1657,1337,2994,2551,1648,4199,758,602,1360,644,590,1234,4,1,5,1616,1312,2928,2431,1591,4022,628,574,1202,745,587,1332,9489,4,1,5,1606,1380,2986,2405,1583,3988,627,3027,3654,731,584,1315,15,42,57,5618,4180,9798,652,593,1245,212,127377.1015,600.8353844,1.3514,34.3754,74.4953362,KAPCHORWA,0.963138297,1.235998549,0.045,3,True,-0.87392326,0.056,False,False,2022,Other
BUKEDEA,Bukedea,"259,300",259300,BUKEDEA,BUKEDEA,BUKEDEA,BUKEDEA,BUKEDEA,BUKEDEA,Teso,Bukedea District,131,83,214,21816,10702,32518,30448,10575,41023,11355,7891,19246,13957,11909,25866,123,75,198,21666,10640,32306,29897,10411,40308,13882,11761,25643,11284,7851,19135,117590,116,73,189,21552,10525,32077,29736,10297,40033,13588,39497,53085,11138,7758,18896,1101,2723,3824,77707,41160,118867,14088,11992,26080,1032,264860.8067,256.6480685,1.3557,34.1087,443.9690472,BUKEDEA,-0.002087415,-0.169888124,0.488,4,False,-0.081810714,0.478,False,False,2022,Not Significant
MASINDI,Masindi,"340,500",340500,MASINDI,MASINDI,MASINDI,MASINDI,MASINDI,MASINDI,Bunyoro,Masindi District,10,12,22,12737,9900,22637,15627,10695,26322,7706,6837,14543,9695,9251,18946,7,11,18,11768,9102,20870,14052,9282,23334,8861,8236,17097,7209,6341,13550,74869,7,11,18,12062,9435,21497,14589,9420,24009,9411,29403,38814,7438,6594,14032,446,956,1402,45775,36695,82470,9705,9263,18968,3891,331648.2416,85.23470615,1.6873,31.7138,225.7482194,MASINDI,0.1379293,0.557123266,0.295,3,False,-0.217407149,0.31,False,False,2022,Not Significant
BUSIA,Busia,"384,000",384000,BUSIA,BUSIA,BUSIA,BUSIA,BUSIA,BUSIA,Bukedi,Busia District,113,90,203,31902,20991,52893,49843,21126,70969,20491,16546,37037,31491,27893,59384,112,89,201,31028,20362,51390,47811,20975,68786,30683,27129,57812,19962,16174,36136,214325,109,89,198,30454,20165,50619,47136,20152,67288,30158,84401,114559,19714,15869,35583,1696,2913,4609,133840,86646,220486,31604,27983,59587,729,393098.6053,539.2299113,0.4045,34.0196,545.2194363,BUSIA,-0.032781447,-0.160790869,0.48,4,False,-0.094293476,0.494,False,False,2022,Not Significant
KALANGALA,Kalangala,"67,200",67200,KALANGALA,KALANGALA,KALANGALA,KALANGALA,KALANGALA,KALANGALA,South Central,Kalangala District,6,5,11,1117,994,2111,2815,2798,5613,718,691,1409,943,1033,1976,6,5,11,1079,958,2037,2696,2709,5405,915,1009,1924,691,657,1348,10725,6,6,12,1103,992,2095,2726,2700,5426,924,4953,5877,712,695,1407,38,300,338,5599,5521,11120,949,1038,1987,452,69864.80974,154.5681632,0.6351,32.5373,153.5107594,KALANGALA,0.590805312,1.505935483,0.02,3,True,-0.68487627,0.017,False,True,2022,Low-Low
NTUNGAMO,Ntungamo,"540,800",540800,NTUNGAMO,NTUNGAMO,NTUNGAMO,NTUNGAMO,NTUNGAMO,NTUNGAMO,Ankole,Ntungamo District,24,14,38,13738,12422,26160,18986,12006,30992,6134,5448,11582,5245,4737,9982,22,13,35,12875,11831,24706,17161,11235,28396,4707,4292,8999,5721,5124,10845,72981,22,13,35,12591,11548,24139,16851,11022,27873,4616,21960,26576,5611,5031,10642,168,568,736,44127,34627,78754,5269,4751,10020,1999,538252.6315,269.2609462,0.9807,30.2513,135.5887472,NTUNGAMO,0.903973576,2.401457101,0.002,3,True,-0.983273271,0.001,False,True,2022,Low-Low
MBARARA,Mbarara,"390,700",390700,MBARARA,MBARARA,MBARARA,MBARARA,MBARARA,MBARARA,Ankole,Mbarara District,17,9,26,3016,3020,6036,4327,2744,7071,1496,1372,2868,1474,1366,2840,13,2,15,2852,2874,5726,3863,2519,6382,1371,1263,2634,1431,1306,2737,17494,3,2,5,2708,2693,5401,3680,2416,6096,1288,5424,6712,1362,1241,2603,32,145,177,10330,8511,18841,1491,1375,2866,773,167993.0842,217.3261115,0.6121,30.6373,104.1352392,MBARARA,0.767057425,1.842455886,0.006,3,True,-0.758073554,0.003,False,True,2022,Low-Low
MITOOMA,Mitooma,"194,300",194300,MITOOMA,MITOOMA,MITOOMA,MITOOMA,MITOOMA,MITOOMA,Ankole,Mitooma District,2,2,4,5571,4506,10077,9227,5219,14446,2805,2551,5356,2941,2334,5275,2,2,4,5171,4210,9381,7920,4576,12496,2566,2088,4654,2607,2361,4968,31503,2,2,4,5158,4196,9354,7865,4551,12416,2559,10271,12830,2591,2342,4933,95,472,567,20546,14612,35158,2943,2336,5279,544,216771.054,398.4762022,0.6193,30.0203,145.3284441,MITOOMA,0.899482793,1.989826783,0.001,3,True,-1.010571939,0.002,False,True,2022,Low-Low
NAKASONGOLA,Nakasongola,"215,200",215200,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,North Central,Nakasongola District,46,30,76,17194,13573,30767,17477,11438,28915,11134,9875,21009,12646,12331,24977,49,35,84,16594,13075,29669,16697,10973,27670,12212,11914,24126,10946,9807,20753,102302,50,35,85,16443,13023,29466,16884,11010,27894,12168,36846,49014,10877,9709,20586,559,1721,2280,58497,47247,105744,12692,12361,25053,3314,216429.7121,65.30769827,1.349,32.4467,472.680017,NAKASONGOLA,-0.021182785,-0.464229949,0.333,4,False,-0.184481259,0.341,False,False,2022,Not Significant
MUBENDE,Mubende,"554,800",554800,MUBENDE,MUBENDE,MUBENDE,MUBENDE,MUBENDE,MUBENDE,North Central,Mubende District,9,10,19,13589,10573,24162,22380,17089,39469,6827,6013,12840,7140,6559,13699,8,10,18,13189,10229,23418,21654,16429,38083,6861,6247,13108,6584,5780,12364,86991,8,20,28,12952,10118,23070,21248,16398,37646,6878,31899,38777,6666,5762,12428,850,1813,2663,49945,40244,90189,7149,6569,13718,2711,498075.4837,183.7238966,0.449,31.3542,174.6542499,MUBENDE,0.127819974,0.410525127,0.371,3,False,-0.164588072,0.365,False,False,2022,Not Significant
BUVUMA,Buvuma,"128,900",128900,BUVUMA,BUVUMA,BUVUMA,BUVUMA,BUVUMA,BUVUMA,North Central,Buvuma District,11,4,15,3785,2485,6270,7435,3957,11392,2545,2175,4720,4273,3994,8267,11,4,15,3776,2484,6260,7385,3941,11326,4243,3967,8210,2536,2166,4702,30513,11,4,15,3736,2440,6176,7281,3820,11101,4200,12730,16930,2504,2135,4639,272,570,842,18049,12615,30664,4284,3998,8282,296,67061.67743,226.559721,0.3765,33.2588,454.9990571,BUVUMA,-0.037623576,-1.238071487,0.053,4,False,-0.630944914,0.054,False,False,2022,Not Significant
SOROTI,Soroti,"363,600",363600,SOROTI,SOROTI,SOROTI,SOROTI,SOROTI,SOROTI,Teso,Soroti District,29,23,52,25529,12101,37630,27622,7729,35351,10868,8505,19373,11199,10249,21448,29,23,52,25629,12081,37710,27722,7720,35442,11199,10249,21448,10868,8504,19372,114024,29,22,51,24919,11793,36712,27379,7541,34920,10827,30490,41317,10550,8320,18870,1799,4416,6215,75247,38607,113854,11228,10272,21500,1034,250975.1035,242.7225373,1.7229,33.528,454.3239485,SOROTI,0.016744106,0.678478012,0.179,1,False,0.291629042,0.204,False,False,2022,Not Significant
BUNYANGABU,Bunyangabu,"195,100",195100,KABAROLE,KABAROLE,BUNYANGABU,BUNYANGABU,BUNYANGABU,BUNYANGABU,Tooro,Bunyangabu District,15,17,32,5293,4807,10100,8348,6462,14810,3040,2626,5666,3276,2746,6022,14,16,30,4946,4599,9545,7469,5781,13250,2707,2533,5240,2834,2461,5295,33360,14,16,30,4667,4318,8985,6918,5337,12255,2569,10891,13460,2653,2317,4970,128,321,449,19972,16658,36630,3291,2763,6054,466,208252.4994,446.8937756,0.4871,30.2051,160.1901542,BUNYANGABU,0.18574904,0.388124816,0.381,3,False,-0.224759499,0.381,False,False,2022,Not Significant
IBANDA,Ibanda,"277,300",277300,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,Ankole,Ibanda District,44,37,81,25869,20853,46722,43784,28052,71836,11541,9688,21229,9624,8451,18075,41,22,63,21892,17921,39813,36481,23358,59839,8122,7071,15193,9815,8317,18132,133040,42,28,70,23530,19189,42719,39310,24895,64205,8584,45094,53678,10516,8890,19406,284,971,1255,90862,67081,157943,9668,8488,18156,622,296447.6205,476.6038915,0.0966,30.4818,448.780799,IBANDA,-0.019531114,-1.276822373,0.065,4,False,-0.483784531,0.056,False,False,2022,Not Significant
WAKISO,Wakiso,"2,915,200",2915200,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,South Central,Wakiso District,1150,596,1746,47826,39707,87533,98081,67855,165936,32887,30113,63000,43163,37670,80833,561,358,919,36163,30495,66658,68089,46954,115043,26165,23960,50125,23745,23328,47073,279818,534,318,852,36756,32165,68921,67977,47817,115794,26133,105870,132003,23866,23261,47127,968,4358,5326,223107,175941,399048,44313,38266,82579,1884,3064906.256,1626.807992,0.063,32.4467,91.297409,WAKISO,0.73980534,1.881274272,0.006,3,True,-0.704951565,0.004,False,True,2022,Low-Low
AMOLATAR,Amolatar,"170,100",170100,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,Lango,Amolatar District,39,29,68,25155,14615,39770,25095,9230,34325,12451,10433,22884,12335,11452,23787,38,29,67,25149,14604,39753,24992,9220,34212,12216,11452,23668,12447,10433,22880,120580,38,29,67,25044,14566,39610,24918,9194,34112,12149,35078,47227,12401,10380,22781,728,1707,2435,75075,45759,120834,12374,11481,23855,1163,179558.7752,154.392756,1.6054,32.8084,671.5349883,AMOLATAR,0.202269107,0.812856373,0.169,1,False,0.283172976,0.206,False,False,2022,Not Significant
KAABONG,Kaabong,"125,400",125400,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,Karamoja,Kaabong District,58,59,117,6555,4678,11233,12656,6552,19208,3969,3253,7222,11895,11607,23502,58,50,108,6519,4619,11138,12468,6482,18950,11776,11549,23325,3841,3271,7112,60633,58,50,108,6453,4636,11089,12333,6448,18781,11613,30781,42394,3802,3241,7043,162,1027,1189,35133,26149,61282,11953,11666,23619,4751,224639.7176,47.28261789,3.5696,34.242,269.9121983,KAABONG,-0.03008456,-0.089867762,0.398,2,False,0.054877229,0.422,False,False,2022,Not Significant
