,dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold,Year
610,ADJUMANI,Adjumani,"235,900",235900.0,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,West Nile,Adjumani District,43.0,32.0,75.0,24233.0,18864.0,120987.0,25366.0,11574.0,36940.0,34197.0,8514.0,42711.0,11912.0,12171.0,24083.0,42.0,61.0,74.0,23620.0,18439.0,42059.0,24808.0,11445.0,36253.0,11672.0,11926.0,23598.0,9657.0,8341.0,17998.0,119982.0,10.0,7.0,17.0,23462.0,18413.0,41875.0,24642.0,11265.0,35907.0,11604.0,11844.0,23448.0,9639.0,51048.0,60687.0,743.0,2049.0,2792.0,95751.0,51155.0,326452.0,11955.0,12203.0,24158.0,2301.0,144084.0,62.61799218,3.2549,31.7195,832.7225784958774,ADJUMANI,0.2504907513618385,0.2923731230892446,0.329,1,False,0.1198261266618416,0.36,False,False,2024
611,KYEGEGWA,Kyegegwa,"441,000",441000.0,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,Tooro,Kyegegwa District,103.0,82.0,185.0,17325.0,12855.0,62996.0,24732.0,13701.0,38433.0,32893.0,9387.0,42280.0,11534.0,10753.0,22287.0,99.0,79.0,178.0,15209.0,11424.0,26633.0,21154.0,11952.0,33106.0,9880.0,9353.0,19233.0,9703.0,8300.0,18003.0,97153.0,21.0,13.0,34.0,16417.0,12190.0,28607.0,23269.0,13096.0,36365.0,10897.0,10289.0,21186.0,10755.0,51790.0,62545.0,796.0,2004.0,2800.0,86587.0,46778.0,197520.0,11637.0,10835.0,22472.0,1882.0,501120.0,266.2699256,0.4818,31.055,193.87172733077907,KYEGEGWA,0.1413509536062534,0.976790237123019,0.152,3,False,-0.4066471727536158,0.136,False,False,2024
612,KYENJOJO,Kyenjojo,"525,400",525400.0,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,Tooro,Kyenjojo District,93.0,59.0,152.0,15063.0,11192.0,23198.0,20515.0,13530.0,34045.0,20927.0,6135.0,27062.0,7605.0,6900.0,14505.0,82.0,51.0,133.0,13796.0,10467.0,24263.0,18469.0,12399.0,30868.0,7023.0,6435.0,13458.0,6650.0,5720.0,12370.0,81092.0,48.0,51.0,99.0,13715.0,10452.0,24167.0,18522.0,12359.0,30881.0,6988.0,6407.0,13395.0,6574.0,32264.0,38838.0,545.0,1288.0,1833.0,64203.0,37816.0,76289.0,7698.0,6959.0,14657.0,2352.0,543998.0,231.2916667,0.6093,30.6401,149.06672451001657,KYENJOJO,0.3178262103335932,1.2901342731302323,0.078,3,False,-0.5784993469255996,0.06,False,False,2024
613,KASESE,Kasese,"793,200",793200.0,KASESE,KASESE,KASESE,KASESE,KASESE,KASESE,Tooro,Kasese District,14.0,16.0,30.0,11788.0,9395.0,59640.0,24115.0,16559.0,40674.0,14097.0,4086.0,18183.0,4936.0,4664.0,9600.0,14.0,13.0,27.0,11438.0,9013.0,20451.0,23343.0,15982.0,39325.0,4637.0,4448.0,9085.0,4439.0,3845.0,8284.0,77172.0,43.0,31.0,74.0,11361.0,8954.0,20315.0,23165.0,15907.0,39072.0,4628.0,4425.0,9053.0,4412.0,21711.0,26123.0,247.0,687.0,934.0,54950.0,34720.0,191809.0,4950.0,4680.0,9630.0,2795.0,853831.0,305.4851521,0.1699,0.0,90.38322572031234,KASESE,0.4547047865347635,1.3554994707455712,0.065,3,False,-0.5612635560805618,0.042,False,True,2024
614,SHEEMA,Sheema,"220,500",220500.0,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,Ankole,Sheema District,1.0,0.0,1.0,504.0,540.0,1174.0,1316.0,1024.0,2340.0,673.0,215.0,888.0,235.0,223.0,458.0,1.0,0.0,1.0,438.0,499.0,937.0,1133.0,943.0,2076.0,183.0,183.0,366.0,176.0,189.0,365.0,3745.0,0.0,0.0,0.0,416.0,482.0,898.0,1097.0,889.0,1986.0,175.0,175.0,350.0,165.0,855.0,1020.0,8.0,42.0,50.0,2729.0,2002.0,4740.0,236.0,223.0,459.0,327.0,252275.0,771.4831804,0.5515,30.3897,14.844911307105342,SHEEMA,1.1534413326300967,2.435522521764015,0.001,3,True,-1.003812255375734,0.001,False,True,2024
615,RUBIRIZI,Rubirizi,"144,100",144100.0,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,Ankole,Rubirizi District,2.0,1.0,3.0,4917.0,4050.0,6764.0,8137.0,4342.0,12479.0,6327.0,2078.0,8405.0,2200.0,1983.0,4183.0,2.0,1.0,3.0,4910.0,4045.0,8955.0,7963.0,4329.0,12292.0,2233.0,1941.0,4174.0,2319.0,2015.0,4334.0,29758.0,2.0,1.0,3.0,4809.0,4004.0,8813.0,7988.0,4265.0,12253.0,2192.0,1996.0,4188.0,2326.0,10888.0,13214.0,81.0,388.0,469.0,21583.0,12454.0,20369.0,2202.0,1984.0,4186.0,1096.0,168211.0,153.4771898,0.2642,30.1084,176.90876339835089,RUBIRIZI,0.3452567676656496,1.9680135903803249,0.004,3,True,-0.8118761182471272,0.003,False,True,2024
616,BUTALEJA,Butaleja,"300,500",300500.0,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,Bukedi,Butaleja District,30.0,11.0,41.0,11239.0,7040.0,8935.0,16543.0,6715.0,23258.0,22309.0,5588.0,27897.0,8419.0,7728.0,16147.0,29.0,9.0,38.0,10876.0,6907.0,17783.0,15952.0,6391.0,22343.0,8216.0,7544.0,15760.0,6704.0,5471.0,12175.0,68099.0,9.0,5.0,14.0,10426.0,6686.0,17112.0,15099.0,6071.0,21170.0,7848.0,7184.0,15032.0,6554.0,33431.0,39985.0,767.0,1499.0,2266.0,58540.0,27082.0,34118.0,8449.0,7739.0,16188.0,655.0,312771.0,477.5129771,0.0,0.0,217.72798629028907,BUTALEJA,-0.0658931558281125,-0.6848620586713666,0.227,2,False,0.2712452523960842,0.225,False,False,2024
617,KIBAALE,Kibaale,"198,200",198200.0,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,Bunyoro,Kibaale District,45.0,28.0,73.0,4272.0,3136.0,12181.0,6071.0,3420.0,9491.0,8063.0,1904.0,9967.0,2907.0,2891.0,5798.0,21.0,19.0,40.0,4064.0,3001.0,7065.0,5541.0,3033.0,8574.0,2738.0,2681.0,5419.0,2204.0,1818.0,4022.0,25120.0,16.0,10.0,26.0,4003.0,2967.0,6970.0,5463.0,3014.0,8477.0,2729.0,2679.0,5408.0,2211.0,11655.0,13866.0,549.0,1234.0,1783.0,21358.0,11379.0,39808.0,2952.0,2919.0,5871.0,1153.0,237649.0,206.1136167,0.8088,31.0335,105.70210688873084,KIBAALE,0.4186146695875868,1.2519822082088057,0.086,3,False,-0.5638870709957177,0.065,False,False,2024
618,KIKUUBE,Kikuube,"358,700",358700.0,HOIMA,HOIMA,HOIMA,KIKUUBE,KIKUUBE,KIKUUBE,Bunyoro,Kikuube District,32.0,24.0,56.0,17324.0,9891.0,35119.0,23516.0,9865.0,33381.0,40958.0,7448.0,48406.0,16359.0,15812.0,32171.0,32.0,24.0,56.0,21156.0,9758.0,30914.0,23120.0,9734.0,32854.0,16080.0,15690.0,31770.0,8693.0,7428.0,16121.0,111715.0,24.0,26.0,50.0,16746.0,9502.0,26248.0,22807.0,9617.0,32424.0,15860.0,15283.0,31143.0,8525.0,55411.0,63936.0,1052.0,2780.0,3832.0,98189.0,43040.0,122595.0,16391.0,15836.0,32227.0,2098.0,379547.0,180.9089609,1.2375,30.9876,294.337723654778,KIKUUBE,-0.0792412125069479,-1.6443257099658428,0.02,4,True,-0.7372764990714836,0.019,False,True,2024
619,LWENGO,Lwengo,"290,500",290500.0,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,South Central,Lwengo District,13.0,13.0,26.0,5592.0,4203.0,20572.0,7945.0,4492.0,12437.0,7702.0,2259.0,9961.0,2560.0,2529.0,5089.0,11.0,13.0,24.0,5557.0,4153.0,9710.0,7687.0,4140.0,11827.0,2472.0,2438.0,4910.0,2624.0,2232.0,4856.0,31327.0,39.0,33.0,72.0,5554.0,4153.0,9707.0,7679.0,4122.0,11801.0,2467.0,2431.0,4898.0,2617.0,12358.0,14975.0,282.0,835.0,1117.0,23812.0,13496.0,62370.0,2573.0,2542.0,5115.0,988.0,325263.0,329.2135628,0.4165,31.3999,96.31282992532198,LWENGO,0.572825768189543,1.6186299938886295,0.023,3,True,-0.7289358139999361,0.022,False,True,2024
620,AGAGO,Agago,"251,200",251200.0,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,Acholi,Agago District,35.0,15.0,50.0,50050.0,28714.0,105379.0,48751.0,14387.0,63138.0,65291.0,15111.0,80402.0,24231.0,22480.0,46711.0,35.0,15.0,50.0,49904.0,28664.0,78568.0,48607.0,14347.0,62954.0,24146.0,22410.0,46556.0,20288.0,15063.0,35351.0,223479.0,44.0,203.0,247.0,49448.0,28346.0,77794.0,48240.0,14258.0,62498.0,23988.0,22298.0,46286.0,20149.0,101517.0,121666.0,1333.0,3029.0,4362.0,188358.0,80707.0,272657.0,24266.0,22495.0,46761.0,3493.0,307235.0,87.95734326,2.9251,0.0,727.3878301625791,AGAGO,2.5487979424313005,2.9193074174748816,0.011,1,True,1.2620184032890158,0.008,True,False,2024
621,APAC,Apac,"226,600",226600.0,APAC,APAC,APAC,APAC,APAC,APAC,Lango,Apac District,28.0,22.0,50.0,21225.0,11165.0,48619.0,26121.0,11833.0,37954.0,20738.0,5037.0,25775.0,7868.0,6979.0,14847.0,28.0,22.0,50.0,21043.0,11009.0,32052.0,25685.0,11589.0,37274.0,7727.0,6861.0,14588.0,6735.0,4995.0,11730.0,95694.0,28.0,27.0,55.0,20765.0,10925.0,31690.0,25416.0,11530.0,36946.0,7633.0,6839.0,14472.0,6631.0,32640.0,39271.0,1198.0,2844.0,4042.0,75980.0,35036.0,133566.0,7896.0,7001.0,14897.0,1783.0,221962.0,124.4879417,1.8445,32.4014,431.1278507131852,APAC,0.0934685951267854,0.3615630164758998,0.328,1,False,0.1336980076076218,0.327,False,False,2024
622,PALLISA,Pallisa,"353,400",353400.0,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,Bukedi,Pallisa District,7.0,13.0,20.0,14566.0,7618.0,9378.0,16152.0,5863.0,22015.0,21788.0,4963.0,26751.0,9074.0,7657.0,16731.0,7.0,13.0,20.0,14536.0,7613.0,22149.0,16142.0,5843.0,21985.0,9074.0,7645.0,16719.0,6468.0,4929.0,11397.0,72270.0,1.0,2.0,3.0,14475.0,7574.0,22049.0,15932.0,5796.0,21728.0,9043.0,7633.0,16676.0,6438.0,34475.0,40913.0,1517.0,2932.0,4449.0,61587.0,26114.0,34248.0,9081.0,7670.0,16751.0,796.0,334697.0,420.4736181,1.2009,33.7071,215.92664409899103,PALLISA,-0.2276892399819712,-2.4015280990073262,0.024,2,True,0.9106161063159616,0.013,True,False,2024
623,LIRA,Lira,"478,500",478500.0,LIRA,LIRA,LIRA,LIRA,LIRA,LIRA,Lango,Lira District,7.0,10.0,17.0,14902.0,7018.0,21551.0,23098.0,7770.0,30868.0,19041.0,3920.0,22961.0,7406.0,6671.0,14077.0,7.0,10.0,17.0,14848.0,6957.0,21805.0,22816.0,7714.0,30530.0,7373.0,6648.0,14021.0,5659.0,3886.0,9545.0,75918.0,20.0,15.0,35.0,14819.0,6943.0,21762.0,22835.0,7696.0,30531.0,7367.0,6637.0,14004.0,5672.0,29252.0,34924.0,855.0,1526.0,2381.0,64454.0,25389.0,72078.0,7413.0,6681.0,14094.0,1046.0,242216.0,231.5640535,2.2316,32.9438,313.4309872180203,LIRA,0.1379064476660408,2.011278270031034,0.041,1,True,0.7113477149713492,0.026,True,False,2024
624,KOTIDO,Kotido,"206,500",206500.0,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,Karamoja,Kotido District,37.0,23.0,60.0,9192.0,6115.0,15913.0,17249.0,7672.0,24921.0,34792.0,5471.0,40263.0,15816.0,14010.0,29826.0,37.0,23.0,60.0,9009.0,5925.0,14934.0,16593.0,7402.0,23995.0,15125.0,13622.0,28747.0,6571.0,5278.0,11849.0,79585.0,59.0,59.0,118.0,8752.0,5876.0,14628.0,16295.0,7327.0,23622.0,14966.0,13225.0,28191.0,6547.0,46559.0,53106.0,210.0,1147.0,1357.0,77086.0,33291.0,79503.0,15853.0,14033.0,29886.0,3610.0,219734.0,60.86814404,3.0352,0.0,362.1879181191805,KOTIDO,0.2719434107920063,1.7377061396293123,0.062,1,False,0.6568303503839512,0.048,True,False,2024
625,KALUNGU,Kalungu,"194,100",194100.0,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,South Central,Kalungu District,7.0,7.0,14.0,4620.0,3715.0,12976.0,5357.0,2782.0,8139.0,6570.0,2015.0,8585.0,2103.0,2208.0,4311.0,7.0,7.0,14.0,4586.0,3701.0,8287.0,5325.0,2735.0,8060.0,2094.0,2197.0,4291.0,2146.0,2002.0,4148.0,24800.0,15.0,8.0,23.0,4495.0,3639.0,8134.0,5169.0,2680.0,7849.0,2054.0,2148.0,4202.0,2112.0,10408.0,12520.0,184.0,517.0,701.0,18657.0,10727.0,36880.0,2110.0,2215.0,4325.0,790.0,221569.0,280.4670886,0.0953,31.7651,111.92901534059366,KALUNGU,-0.3207475434330084,-1.0515132266071583,0.146,2,False,0.4391194490055393,0.139,False,False,2024
626,NAPAK,Napak,"158,300",158300.0,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,Karamoja,Napak District,16.0,10.0,26.0,9232.0,5223.0,12556.0,14028.0,4860.0,18888.0,32641.0,5110.0,37751.0,13873.0,13031.0,26904.0,17.0,9.0,26.0,8676.0,4867.0,13543.0,12849.0,4495.0,17344.0,12862.0,12161.0,25023.0,6063.0,4672.0,10735.0,66671.0,123.0,94.0,217.0,9076.0,5097.0,14173.0,13797.0,4749.0,18546.0,13740.0,12905.0,26645.0,6503.0,44682.0,51185.0,413.0,1032.0,1445.0,69790.0,28234.0,61845.0,13889.0,13041.0,26930.0,4822.0,211830.0,43.9299046,2.4265,34.331,314.7382334891186,NAPAK,0.128180818565419,1.6010506812435013,0.078,1,False,0.6417217162377876,0.058,False,False,2024
627,NAMUTUMBA,Namutumba,"306,500",306500.0,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,Busoga,Namutumba District,7.0,5.0,12.0,11389.0,6448.0,13501.0,21382.0,9408.0,30790.0,24072.0,5162.0,29234.0,9720.0,8765.0,18485.0,6.0,5.0,11.0,11229.0,6358.0,17587.0,20921.0,9223.0,30144.0,9551.0,8607.0,18158.0,6445.0,5098.0,11543.0,77443.0,19.0,20.0,39.0,11224.0,6354.0,17578.0,20728.0,9209.0,29937.0,9544.0,8615.0,18159.0,6444.0,36136.0,42580.0,907.0,2123.0,3030.0,66570.0,29788.0,59449.0,9727.0,8770.0,18497.0,812.0,311339.0,383.4224138,0.8493,33.6623,248.74172525767733,NAMUTUMBA,-0.0924452521553088,-2.2871080360065816,0.027,2,True,0.921869863573409,0.015,True,False,2024
628,BUGIRI,Bugiri,"480,400",480400.0,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,Busoga,Bugiri District,20.0,14.0,34.0,8597.0,4784.0,12076.0,14229.0,5650.0,19879.0,19015.0,4386.0,23401.0,7442.0,6799.0,14241.0,19.0,14.0,32.0,8528.0,4728.0,13256.0,14060.0,5588.0,19648.0,7418.0,6722.0,14140.0,5399.0,4346.0,9745.0,56821.0,37.0,29.0,66.0,8441.0,4670.0,13111.0,14042.0,5521.0,19563.0,7265.0,6608.0,13873.0,5390.0,28939.0,34329.0,920.0,1524.0,2444.0,49303.0,21633.0,53498.0,7462.0,6813.0,14275.0,1033.0,480345.0,465.0,0.5316,0.0,118.292060914551,BUGIRI,0.0803688569806743,0.2874687242250222,0.431,3,False,-0.1211544493829526,0.395,False,False,2024
629,OTUKE,Otuke,"133,500",133500.0,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,Lango,Otuke District,7.0,7.0,14.0,16663.0,8846.0,12937.0,15728.0,4589.0,20317.0,21300.0,5289.0,26589.0,8172.0,6974.0,15146.0,7.0,7.0,14.0,16176.0,8546.0,24722.0,15353.0,4452.0,19805.0,8067.0,6872.0,14939.0,7221.0,5167.0,12388.0,71868.0,2.0,2.0,4.0,15832.0,8348.0,24180.0,15106.0,4325.0,19431.0,7867.0,6697.0,14564.0,7073.0,33769.0,40842.0,1020.0,2324.0,3344.0,61870.0,25705.0,39167.0,8179.0,6981.0,15160.0,1549.0,161069.0,103.9825694,2.5214,33.3486,446.1938672246056,OTUKE,0.8965619721949782,2.800130877052626,0.009,1,True,1.1311747052624828,0.007,True,False,2024
630,NEBBI,Nebbi,"282,600",282600.0,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,West Nile,Nebbi District,15.0,17.0,32.0,14302.0,8352.0,36844.0,17895.0,7105.0,25000.0,21282.0,5397.0,26679.0,7639.0,7417.0,15056.0,12.0,14.0,26.0,13826.0,8158.0,21984.0,17027.0,6906.0,23933.0,7381.0,7185.0,14566.0,6274.0,5283.0,11557.0,72066.0,20.0,9.0,29.0,13978.0,8202.0,22180.0,17282.0,6957.0,24239.0,7468.0,7273.0,14741.0,6335.0,32713.0,39048.0,1120.0,2029.0,3149.0,61133.0,28288.0,126114.0,7654.0,7434.0,15088.0,987.0,299398.0,303.3414387,2.4104,31.2168,240.70301070815435,NEBBI,0.0503010788605246,0.6112149608826901,0.312,3,False,-0.3687410121288877,0.299,False,False,2024
631,KAMPALA,Kampala,"1,680,600",1680600.0,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,Kampala,Kampala District,1513.0,1353.0,2866.0,29034.0,24692.0,43857.0,74892.0,60502.0,135394.0,68678.0,19606.0,88284.0,23855.0,23459.0,47314.0,348.0,372.0,751.0,17801.0,14914.0,32715.0,39761.0,33934.0,73695.0,13774.0,13123.0,26897.0,11922.0,11079.0,23001.0,157059.0,234.0,227.0,461.0,16999.0,14166.0,31165.0,38312.0,32969.0,71281.0,13208.0,12562.0,25770.0,11190.0,58570.0,69760.0,600.0,3310.0,3910.0,197972.0,129612.0,208345.0,25368.0,24812.0,50180.0,195.0,1797722.0,9219.087179,0.3152,32.5816,87.36556597738694,KAMPALA,0.677845008126233,1.143986656011846,0.085,3,False,-0.8202573467411106,0.066,False,False,2024
632,PADER,Pader,"197,300",197300.0,PADER,PADER,PADER,PADER,PADER,PADER,Acholi,Pader District,37.0,32.0,69.0,41504.0,24426.0,86633.0,37686.0,12632.0,50318.0,50106.0,12863.0,62969.0,18417.0,16691.0,35108.0,36.0,31.0,67.0,40807.0,23894.0,64701.0,36641.0,12106.0,48747.0,18073.0,16480.0,34553.0,16369.0,12570.0,28939.0,177007.0,25.0,23.0,48.0,40654.0,23592.0,64246.0,37859.0,11936.0,49795.0,17907.0,16299.0,34206.0,16119.0,78826.0,94945.0,1551.0,1860.0,3411.0,147750.0,66644.0,216203.0,18454.0,16723.0,35177.0,3326.0,240159.0,72.20655442,2.9431,32.8084,737.0408770855975,PADER,3.147611745332429,4.004832695970515,0.002,1,True,1.524391480898838,0.001,True,False,2024
633,ABIM,Abim,"153,500",153500.0,ABIM,ABIM,ABIM,ABIM,ABIM,ABIM,Karamoja,Abim District,8.0,9.0,17.0,15577.0,8665.0,25223.0,15624.0,5949.0,21573.0,23117.0,5093.0,28210.0,9222.0,8323.0,17545.0,8.0,9.0,17.0,15494.0,8621.0,24115.0,15451.0,5895.0,21346.0,9196.0,8291.0,17487.0,6442.0,5081.0,11523.0,74488.0,6.0,7.0,13.0,15569.0,8656.0,24225.0,15571.0,5935.0,21506.0,9186.0,8298.0,17484.0,6438.0,35439.0,41877.0,629.0,1458.0,2087.0,63548.0,28039.0,81614.0,9230.0,8332.0,17562.0,2301.0,144084.0,62.61799218,2.7067,33.6595,516.9762083229228,ABIM,0.9682494182459253,2.038982224046807,0.036,1,True,0.8762330041336961,0.026,True,False,2024
634,BUDUDA,Bududa,"271,100",271100.0,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,Bugisu,Bududa District,1.0,1.0,2.0,2346.0,1601.0,3584.0,4436.0,2596.0,7032.0,2840.0,718.0,3558.0,1017.0,981.0,1998.0,1.0,1.0,2.0,2345.0,1600.0,3945.0,4436.0,2596.0,7032.0,1017.0,981.0,1998.0,878.0,718.0,1596.0,14573.0,1.0,3.0,4.0,2345.0,1600.0,3945.0,4435.0,2596.0,7031.0,1017.0,981.0,1998.0,873.0,4462.0,5335.0,232.0,513.0,745.0,10640.0,5897.0,14969.0,1018.0,982.0,2000.0,318.0,26897.0,84.58176101,1.003,34.3338,541.8076365393911,BUDUDA,-0.5541088218510887,-0.9683108190592736,0.165,4,False,-0.4424353908076087,0.143,False,False,2024
635,MANAFWA,Manafwa,"175,200",175200.0,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,Bugisu,Manafwa District,6.0,2.0,8.0,4585.0,3183.0,15656.0,8735.0,5585.0,14320.0,11543.0,2445.0,13988.0,4926.0,4266.0,9192.0,5.0,2.0,7.0,4563.0,3166.0,7729.0,8679.0,5555.0,14234.0,4909.0,4243.0,9152.0,3007.0,2433.0,5440.0,36562.0,8.0,7.0,15.0,4559.0,3161.0,7720.0,8616.0,5535.0,14151.0,4862.0,4221.0,9083.0,2998.0,17510.0,20508.0,542.0,1050.0,1592.0,29795.0,15481.0,54702.0,4932.0,4268.0,9200.0,237.0,186917.0,788.6793249,0.0,0.0,195.60553614705992,MANAFWA,0.0496120172948876,0.2633489910352249,0.436,3,False,-0.1476207911122073,0.443,False,False,2024
636,SIRONKO,Sironko,"274,300",274300.0,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,Bugisu,Sironko District,8.0,3.0,11.0,8649.0,5803.0,13696.0,17855.0,9421.0,27276.0,10934.0,2771.0,13705.0,4027.0,3675.0,7702.0,7.0,3.0,10.0,8022.0,5325.0,13347.0,16308.0,8635.0,24943.0,3583.0,3271.0,6854.0,3252.0,2540.0,5792.0,50946.0,9.0,9.0,18.0,7773.0,5222.0,12995.0,15167.0,8390.0,23557.0,3463.0,3124.0,6587.0,3150.0,15364.0,18514.0,762.0,1528.0,2290.0,41473.0,21673.0,54664.0,4035.0,3678.0,7713.0,383.0,298363.0,779.0156658,1.2302,34.2491,170.75173530229952,SIRONKO,-0.0926325089150606,-0.4941811222175463,0.28,2,False,0.2002618683025858,0.274,False,False,2024
637,KATAKWI,Katakwi,"194,600",194600.0,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,Teso,Katakwi District,4.0,5.0,9.0,27486.0,17532.0,48448.0,27804.0,11786.0,39590.0,25520.0,8835.0,34355.0,7957.0,7312.0,15269.0,3.0,4.0,7.0,27364.0,17462.0,44826.0,27400.0,11732.0,39132.0,7899.0,7231.0,15130.0,10867.0,8794.0,19661.0,118756.0,7.0,5.0,12.0,26753.0,17133.0,43886.0,26975.0,11567.0,38542.0,7773.0,7420.0,15193.0,10624.0,45065.0,55689.0,1798.0,5370.0,7168.0,88771.0,45470.0,132516.0,7961.0,7317.0,15278.0,2306.0,234332.0,101.6183868,1.9142,33.9583,506.7852448662581,KATAKWI,0.4802729701381108,1.214633681293314,0.115,1,False,0.4569015822353565,0.1,False,False,2024
638,KUMI,Kumi,"284,800",284800.0,KUMI,KUMI,KUMI,KUMI,KUMI,KUMI,Teso,Kumi District,10.0,12.0,22.0,27073.0,17294.0,42317.0,35611.0,15369.0,50980.0,36207.0,10035.0,46242.0,12781.0,11862.0,24643.0,8.0,9.0,17.0,26442.0,17022.0,43464.0,34484.0,14727.0,49211.0,12394.0,11477.0,23871.0,12048.0,9712.0,21760.0,138323.0,26.0,32.0,58.0,26556.0,17521.0,44077.0,34572.0,14801.0,49373.0,12381.0,11456.0,23837.0,12051.0,57647.0,69698.0,1274.0,2808.0,4082.0,111682.0,54572.0,150740.0,12791.0,11874.0,24665.0,1005.0,286992.0,285.5641791,1.4877,33.9304,481.97510732006464,KUMI,0.4524375183490075,1.195990678661146,0.128,1,False,0.4793017047121635,0.101,False,False,2024
639,BULIISA,Buliisa,"149,300",149300.0,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,Bunyoro,Buliisa District,13.0,3.0,16.0,10031.0,6203.0,19195.0,11373.0,6245.0,17618.0,17065.0,3765.0,20830.0,6896.0,6122.0,13018.0,11.0,3.0,15.0,9364.0,5852.0,15216.0,10617.0,5769.0,16386.0,6459.0,5783.0,12242.0,4591.0,3579.0,8170.0,52029.0,4.0,1.0,5.0,9873.0,6085.0,15958.0,11991.0,6104.0,18095.0,6807.0,6016.0,12823.0,4762.0,26055.0,30817.0,787.0,1762.0,2549.0,45378.0,22338.0,65687.0,6909.0,6125.0,13034.0,1367.0,167894.0,122.8193124,1.8992,31.3542,309.8919556386768,BULIISA,-0.0486116047853517,-0.5195826340194036,0.305,4,False,-0.2715417023281348,0.327,False,False,2024
