,dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold,Year
302,NAKASONGOLA,Nakasongola,"215,200",215200.0,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,North Central,Nakasongola District,46.0,30.0,76.0,17194.0,13573.0,30767.0,17477.0,11438.0,28915.0,11134.0,9875.0,21009.0,12646.0,12331.0,24977.0,49.0,35.0,84.0,16594.0,13075.0,29669.0,16697.0,10973.0,27670.0,12212.0,11914.0,24126.0,10946.0,9807.0,20753.0,102302.0,50.0,35.0,85.0,16443.0,13023.0,29466.0,16884.0,11010.0,27894.0,12168.0,36846.0,49014.0,10877.0,9709.0,20586.0,559.0,1721.0,2280.0,58497.0,47247.0,105744.0,12692.0,12361.0,25053.0,3314.0,216429.7121,65.30769827,1.349,32.4467,472.68001702433537,NAKASONGOLA,-0.021182785325357,-0.464229948849766,0.333,4,False,-0.1844812594858909,0.341,False,False,2022
303,MUBENDE,Mubende,"554,800",554800.0,MUBENDE,MUBENDE,MUBENDE,MUBENDE,MUBENDE,MUBENDE,North Central,Mubende District,9.0,10.0,19.0,13589.0,10573.0,24162.0,22380.0,17089.0,39469.0,6827.0,6013.0,12840.0,7140.0,6559.0,13699.0,8.0,10.0,18.0,13189.0,10229.0,23418.0,21654.0,16429.0,38083.0,6861.0,6247.0,13108.0,6584.0,5780.0,12364.0,86991.0,8.0,20.0,28.0,12952.0,10118.0,23070.0,21248.0,16398.0,37646.0,6878.0,31899.0,38777.0,6666.0,5762.0,12428.0,850.0,1813.0,2663.0,49945.0,40244.0,90189.0,7149.0,6569.0,13718.0,2711.0,498075.4837,183.7238966,0.449,31.3542,174.6542499015998,MUBENDE,0.1278199741741232,0.410525126937789,0.371,3,False,-0.1645880716602213,0.365,False,False,2022
304,BUVUMA,Buvuma,"128,900",128900.0,BUVUMA,BUVUMA,BUVUMA,BUVUMA,BUVUMA,BUVUMA,North Central,Buvuma District,11.0,4.0,15.0,3785.0,2485.0,6270.0,7435.0,3957.0,11392.0,2545.0,2175.0,4720.0,4273.0,3994.0,8267.0,11.0,4.0,15.0,3776.0,2484.0,6260.0,7385.0,3941.0,11326.0,4243.0,3967.0,8210.0,2536.0,2166.0,4702.0,30513.0,11.0,4.0,15.0,3736.0,2440.0,6176.0,7281.0,3820.0,11101.0,4200.0,12730.0,16930.0,2504.0,2135.0,4639.0,272.0,570.0,842.0,18049.0,12615.0,30664.0,4284.0,3998.0,8282.0,296.0,67061.67743,226.559721,0.3765,33.2588,454.9990571269252,BUVUMA,-0.0376235756839087,-1.238071487178407,0.053,4,False,-0.6309449137451071,0.054,False,False,2022
305,KABERAMAIDO,Kaberamaido,"132,700",132700.0,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,Teso,Kaberamaido District,10.0,10.0,20.0,22616.0,13841.0,36457.0,21356.0,7639.0,28995.0,11787.0,9333.0,21120.0,11444.0,10132.0,21576.0,8.0,10.0,18.0,21440.0,13067.0,34507.0,19502.0,7252.0,26754.0,10898.0,9598.0,20496.0,11425.0,8982.0,20407.0,102182.0,7.0,10.0,17.0,30111.0,13237.0,43348.0,19641.0,7334.0,26975.0,10920.0,30627.0,41547.0,11573.0,9089.0,20662.0,698.0,1514.0,2212.0,67213.0,40955.0,108168.0,11454.0,10142.0,21596.0,689.0,132954.885,192.9679028,1.6325,0.0,768.5464133190744,KABERAMAIDO,0.5387264286915451,1.0801835450578907,0.104,1,False,0.5328371145691215,0.12,False,False,2022
306,SOROTI,Soroti,"363,600",363600.0,SOROTI,SOROTI,SOROTI,SOROTI,SOROTI,SOROTI,Teso,Soroti District,29.0,23.0,52.0,25529.0,12101.0,37630.0,27622.0,7729.0,35351.0,10868.0,8505.0,19373.0,11199.0,10249.0,21448.0,29.0,23.0,52.0,25629.0,12081.0,37710.0,27722.0,7720.0,35442.0,11199.0,10249.0,21448.0,10868.0,8504.0,19372.0,114024.0,29.0,22.0,51.0,24919.0,11793.0,36712.0,27379.0,7541.0,34920.0,10827.0,30490.0,41317.0,10550.0,8320.0,18870.0,1799.0,4416.0,6215.0,75247.0,38607.0,113854.0,11228.0,10272.0,21500.0,1034.0,250975.1035,242.7225373,1.7229,33.528,454.3239485106936,SOROTI,0.0167441057176684,0.6784780120639515,0.179,1,False,0.2916290420209255,0.204,False,False,2022
307,BUNYANGABU,Bunyangabu,"195,100",195100.0,KABAROLE,KABAROLE,BUNYANGABU,BUNYANGABU,BUNYANGABU,BUNYANGABU,Tooro,Bunyangabu District,15.0,17.0,32.0,5293.0,4807.0,10100.0,8348.0,6462.0,14810.0,3040.0,2626.0,5666.0,3276.0,2746.0,6022.0,14.0,16.0,30.0,4946.0,4599.0,9545.0,7469.0,5781.0,13250.0,2707.0,2533.0,5240.0,2834.0,2461.0,5295.0,33360.0,14.0,16.0,30.0,4667.0,4318.0,8985.0,6918.0,5337.0,12255.0,2569.0,10891.0,13460.0,2653.0,2317.0,4970.0,128.0,321.0,449.0,19972.0,16658.0,36630.0,3291.0,2763.0,6054.0,466.0,208252.4994,446.8937756,0.4871,30.2051,160.19015424119323,BUNYANGABU,0.1857490401670523,0.3881248157982545,0.381,3,False,-0.224759498920398,0.381,False,False,2022
308,IBANDA,Ibanda,"277,300",277300.0,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,Ankole,Ibanda District,44.0,37.0,81.0,25869.0,20853.0,46722.0,43784.0,28052.0,71836.0,11541.0,9688.0,21229.0,9624.0,8451.0,18075.0,41.0,22.0,63.0,21892.0,17921.0,39813.0,36481.0,23358.0,59839.0,8122.0,7071.0,15193.0,9815.0,8317.0,18132.0,133040.0,42.0,28.0,70.0,23530.0,19189.0,42719.0,39310.0,24895.0,64205.0,8584.0,45094.0,53678.0,10516.0,8890.0,19406.0,284.0,971.0,1255.0,90862.0,67081.0,157943.0,9668.0,8488.0,18156.0,622.0,296447.6205,476.6038915,0.0966,30.4818,448.7807990349512,IBANDA,-0.0195311142166701,-1.2768223731066726,0.065,4,False,-0.4837845314811148,0.056,False,False,2022
309,WAKISO,Wakiso,"2,915,200",2915200.0,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,South Central,Wakiso District,1150.0,596.0,1746.0,47826.0,39707.0,87533.0,98081.0,67855.0,165936.0,32887.0,30113.0,63000.0,43163.0,37670.0,80833.0,561.0,358.0,919.0,36163.0,30495.0,66658.0,68089.0,46954.0,115043.0,26165.0,23960.0,50125.0,23745.0,23328.0,47073.0,279818.0,534.0,318.0,852.0,36756.0,32165.0,68921.0,67977.0,47817.0,115794.0,26133.0,105870.0,132003.0,23866.0,23261.0,47127.0,968.0,4358.0,5326.0,223107.0,175941.0,399048.0,44313.0,38266.0,82579.0,1884.0,3064906.256,1626.807992,0.063,32.4467,91.29740899977465,WAKISO,0.7398053396426393,1.8812742723266465,0.006,3,True,-0.7049515647782357,0.004,False,True,2022
310,AMOLATAR,Amolatar,"170,100",170100.0,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,Lango,Amolatar District,39.0,29.0,68.0,25155.0,14615.0,39770.0,25095.0,9230.0,34325.0,12451.0,10433.0,22884.0,12335.0,11452.0,23787.0,38.0,29.0,67.0,25149.0,14604.0,39753.0,24992.0,9220.0,34212.0,12216.0,11452.0,23668.0,12447.0,10433.0,22880.0,120580.0,38.0,29.0,67.0,25044.0,14566.0,39610.0,24918.0,9194.0,34112.0,12149.0,35078.0,47227.0,12401.0,10380.0,22781.0,728.0,1707.0,2435.0,75075.0,45759.0,120834.0,12374.0,11481.0,23855.0,1163.0,179558.7752,154.392756,1.6054,32.8084,671.534988282767,AMOLATAR,0.2022691070814421,0.812856373198299,0.169,1,False,0.2831729761641911,0.206,False,False,2022
311,LAMWO,Lamwo,"143,800",143800.0,LAMWO,LAMWO,LAMWO,LAMWO,LAMWO,LAMWO,Acholi,Lamwo District,118.0,112.0,230.0,52193.0,41354.0,93547.0,35126.0,12565.0,47691.0,23612.0,21267.0,44879.0,23887.0,23659.0,47546.0,117.0,108.0,225.0,50317.0,39778.0,90095.0,33966.0,12049.0,46015.0,23136.0,22833.0,45969.0,22847.0,20515.0,43362.0,225666.0,117.0,108.0,225.0,50466.0,39919.0,90385.0,34189.0,12304.0,46493.0,23224.0,60342.0,83566.0,22940.0,20608.0,43548.0,984.0,2237.0,3221.0,134936.0,98957.0,233893.0,24005.0,23771.0,47776.0,5588.0,194365.4908,34.78265762,3.491,32.808,1161.0394369451512,LAMWO,2.7521719442657924,2.584460653205443,0.027,1,True,1.2668641737184836,0.034,True,False,2022
312,KAABONG,Kaabong,"125,400",125400.0,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,Karamoja,Kaabong District,58.0,59.0,117.0,6555.0,4678.0,11233.0,12656.0,6552.0,19208.0,3969.0,3253.0,7222.0,11895.0,11607.0,23502.0,58.0,50.0,108.0,6519.0,4619.0,11138.0,12468.0,6482.0,18950.0,11776.0,11549.0,23325.0,3841.0,3271.0,7112.0,60633.0,58.0,50.0,108.0,6453.0,4636.0,11089.0,12333.0,6448.0,18781.0,11613.0,30781.0,42394.0,3802.0,3241.0,7043.0,162.0,1027.0,1189.0,35133.0,26149.0,61282.0,11953.0,11666.0,23619.0,4751.0,224639.7176,47.28261789,3.5696,34.242,269.91219828705835,KAABONG,-0.0300845601976921,-0.0898677618525609,0.398,2,False,0.0548772288551865,0.422,False,False,2022
313,IGANGA,Iganga,"402,600",402600.0,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,Busoga,Iganga District,31.0,18.0,49.0,37129.0,23242.0,60371.0,61259.0,29067.0,90326.0,23401.0,18674.0,42075.0,32101.0,28853.0,60954.0,21.0,11.0,32.0,36001.0,22064.0,58065.0,59565.0,27735.0,87300.0,31258.0,28025.0,59283.0,22633.0,17984.0,40617.0,245297.0,19.0,11.0,30.0,42882.0,21702.0,64584.0,56703.0,26586.0,83289.0,30476.0,91983.0,122459.0,21900.0,17378.0,39278.0,2042.0,4991.0,7033.0,153921.0,99854.0,253775.0,32132.0,28871.0,61003.0,633.0,407781.6813,644.2048678,0.7236,33.4832,601.540018222491,IGANGA,0.0818593461951828,0.3925048164165865,0.265,1,False,0.1635093504150855,0.308,False,False,2022
314,NAMAYINGO,Namayingo,"237,000",237000.0,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,Busoga,Namayingo District,49.0,43.0,92.0,20650.0,12778.0,33428.0,33357.0,16806.0,50163.0,14430.0,11623.0,26053.0,25199.0,22239.0,47438.0,49.0,43.0,92.0,20308.0,12520.0,32828.0,33037.0,16706.0,49743.0,24915.0,22061.0,46976.0,14280.0,11446.0,25726.0,155365.0,48.0,41.0,89.0,19661.0,12157.0,31818.0,32897.0,16223.0,49120.0,24557.0,68804.0,93361.0,13771.0,11199.0,24970.0,1934.0,3639.0,5573.0,93685.0,63489.0,157174.0,25248.0,22282.0,47530.0,587.0,255567.5638,435.3791547,0.3426,33.8411,607.9214345118705,NAMAYINGO,-0.0010730733215913,-0.0014117167630208,0.428,4,False,0.001934886832965,0.459,False,False,2022
315,RUKUNGIRI,Rukungiri,"333,800",333800.0,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,Kigezi,Rukungiri District,20.0,4.0,24.0,9766.0,8704.0,18470.0,13313.0,9567.0,22880.0,4452.0,4191.0,8643.0,4370.0,4042.0,8412.0,10.0,3.0,13.0,9625.0,8559.0,18184.0,12950.0,9301.0,22251.0,4202.0,3906.0,8108.0,4331.0,4067.0,8398.0,56954.0,10.0,3.0,13.0,8914.0,8285.0,17199.0,12244.0,8870.0,21114.0,3948.0,18103.0,22051.0,4079.0,3822.0,7901.0,107.0,498.0,605.0,31921.0,26508.0,58429.0,4390.0,4046.0,8436.0,1381.0,362935.6227,262.8063886,0.7518,29.9278,156.92590210985645,RUKUNGIRI,0.7961220150989364,2.5377004687128424,0.001,3,True,-0.9316841906636192,0.001,False,True,2022
316,PAKWACH,Pakwach,"196,800",196800.0,NEBBI,NEBBI,PAKWACH,PAKWACH,PAKWACH,PAKWACH,West Nile,Pakwach District,21.0,25.0,46.0,22574.0,11574.0,34148.0,20090.0,9304.0,29394.0,11529.0,9343.0,20872.0,15899.0,15085.0,30984.0,21.0,25.0,46.0,22302.0,11469.0,33771.0,19857.0,9211.0,29068.0,15771.0,14968.0,30739.0,11387.0,9264.0,20651.0,114275.0,21.0,25.0,46.0,22302.0,11447.0,33749.0,19784.0,9192.0,28976.0,15618.0,42102.0,57720.0,11547.0,9243.0,20790.0,1282.0,2198.0,3480.0,70113.0,45331.0,115444.0,15920.0,15110.0,31030.0,877.0,196093.2149,223.595456,2.4738,31.3999,582.7585623412614,PAKWACH,0.3161263670732915,1.6274127019185038,0.067,1,False,0.6987702847417827,0.073,False,False,2022
317,RUBANDA,Rubanda,"208,500",208500.0,KABALE,KABALE,RUBANDA,RUBANDA,RUBANDA,RUBANDA,Kigezi,Rubanda District,0.0,0.0,0.0,278.0,487.0,765.0,915.0,1956.0,2871.0,99.0,107.0,206.0,150.0,151.0,301.0,0.0,0.0,0.0,263.0,477.0,740.0,865.0,1932.0,2797.0,147.0,143.0,290.0,94.0,105.0,199.0,4026.0,0.0,0.0,0.0,248.0,468.0,716.0,844.0,1890.0,2734.0,139.0,2407.0,2546.0,91.0,98.0,189.0,9.0,35.0,44.0,1442.0,2701.0,4143.0,150.0,151.0,301.0,660.0,237924.8239,360.4921574,1.1517,29.8352,16.921311252886042,RUBANDA,1.3294950940611665,2.403233565046255,0.001,3,True,-1.0419415255163265,0.001,False,True,2022
318,LUUKA,Luuka,"267,100",267100.0,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,Busoga,Luuka District,29.0,32.0,61.0,24874.0,12844.0,37718.0,39605.0,14877.0,54482.0,16688.0,11974.0,28662.0,25515.0,20970.0,46485.0,28.0,31.0,59.0,24780.0,12773.0,37553.0,39415.0,14739.0,54154.0,25331.0,20780.0,46111.0,16635.0,11922.0,28557.0,166434.0,28.0,31.0,59.0,24427.0,12554.0,36981.0,38909.0,14518.0,53427.0,24751.0,67055.0,91806.0,16401.0,11750.0,28151.0,2150.0,5413.0,7563.0,106711.0,60697.0,167408.0,25544.0,21002.0,46546.0,650.0,285390.7602,439.062708,0.7251,33.3037,583.1793569047719,LUUKA,0.0309266642803836,0.1975544561977919,0.357,1,False,0.0712192088166364,0.39,False,False,2022
319,KOLE,Kole,"284,300",284300.0,KOLE,KOLE,KOLE,KOLE,KOLE,KOLE,Lango,Kole District,26.0,14.0,40.0,21223.0,9991.0,31214.0,24421.0,7507.0,31928.0,9437.0,7029.0,16466.0,14151.0,12337.0,26488.0,26.0,14.0,40.0,21223.0,9970.0,31193.0,24221.0,7506.0,31727.0,14151.0,12337.0,26488.0,9437.0,7029.0,16466.0,105914.0,26.0,14.0,40.0,20829.0,9780.0,30609.0,23797.0,7359.0,31156.0,13894.0,35990.0,49884.0,9274.0,6909.0,16183.0,3066.0,6285.0,9351.0,69258.0,36878.0,106136.0,14177.0,12351.0,26528.0,1073.0,282378.5668,263.1673502,2.3031,0.0,375.0780422191732,KOLE,-0.0200835765255311,-0.2228172570450436,0.339,2,False,0.1056039100844122,0.369,False,False,2022
320,KALIRO,Kaliro,"288,500",288500.0,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,Busoga,Kaliro District,117.0,80.0,197.0,14846.0,8641.0,23487.0,32188.0,15516.0,47704.0,10425.0,7717.0,18142.0,21651.0,18902.0,40553.0,113.0,77.0,190.0,14834.0,8631.0,23465.0,32169.0,15490.0,47659.0,21642.0,18851.0,40493.0,10417.0,7703.0,18120.0,129927.0,113.0,77.0,190.0,14681.0,8553.0,23234.0,31917.0,15309.0,47226.0,21560.0,61437.0,82997.0,10358.0,7664.0,18022.0,2841.0,5567.0,8408.0,79227.0,50856.0,130083.0,21768.0,18982.0,40750.0,779.0,245480.0124,315.1219672,0.8927,33.5028,529.2773074668461,KALIRO,0.133484809707985,1.1922351866817755,0.101,1,False,0.4634586870663573,0.123,False,False,2022
321,OMORO,Omoro,"196,400",196400.0,GULU,OMORO,OMORO,OMORO,OMORO,OMORO,Acholi,Omoro District,32.0,31.0,63.0,32008.0,16227.0,48235.0,32259.0,8887.0,41146.0,15104.0,12161.0,27265.0,22107.0,18820.0,40927.0,32.0,30.0,62.0,31745.0,16099.0,47844.0,31830.0,8806.0,40636.0,21877.0,18646.0,40523.0,14976.0,12011.0,26987.0,156052.0,32.0,30.0,62.0,33513.0,16034.0,49547.0,31714.0,8732.0,40446.0,21791.0,53384.0,75175.0,14968.0,12083.0,27051.0,1446.0,2492.0,3938.0,101510.0,56126.0,157636.0,22139.0,18851.0,40990.0,1483.0,192458.0355,129.7761534,2.7152,32.492,810.8365005107828,OMORO,0.8419932999539188,1.8924555231110924,0.049,1,True,0.7377027517555061,0.054,False,False,2022
322,RUKIGA,Rukiga,"105,400",105400.0,KABALE,KABALE,RUKIGA,RUKIGA,RUKIGA,RUKIGA,Kigezi,Rukiga District,1.0,0.0,1.0,1432.0,1296.0,2728.0,1888.0,1438.0,3326.0,693.0,662.0,1355.0,653.0,586.0,1239.0,1.0,0.0,1.0,1410.0,1283.0,2693.0,1840.0,1398.0,3238.0,647.0,576.0,1223.0,678.0,653.0,1331.0,8486.0,1.0,0.0,1.0,1278.0,1165.0,2443.0,1675.0,1276.0,2951.0,594.0,2622.0,3216.0,615.0,599.0,1214.0,10.0,50.0,60.0,4667.0,3982.0,8649.0,654.0,586.0,1240.0,426.0,125320.0615,294.1785482,1.1326,30.0434,67.71461726421192,RUKIGA,1.2402617190834169,2.2894558718769544,0.001,3,True,-1.1027988633656916,0.001,False,True,2022
323,AMURU,Amuru,"216,800",216800.0,AMURU,AMURU,AMURU,AMURU,AMURU,AMURU,Acholi,Amuru District,33.0,31.0,64.0,35650.0,19142.0,54792.0,33684.0,12328.0,46012.0,17436.0,13288.0,30724.0,21773.0,19807.0,41580.0,31.0,30.0,61.0,34679.0,18759.0,53438.0,32197.0,12009.0,44206.0,21278.0,19198.0,40476.0,17007.0,12957.0,29964.0,168145.0,32.0,30.0,62.0,34625.0,18756.0,53381.0,32426.0,12002.0,44428.0,21008.0,55032.0,76040.0,17007.0,12931.0,29938.0,1054.0,1930.0,2984.0,108576.0,64596.0,173172.0,21806.0,19838.0,41644.0,3619.0,233986.623,64.65504917,3.1042,32.0837,718.6094565756437,AMURU,1.7253575153789071,5.4754133083686085,0.001,1,True,1.983214043875184,0.001,True,False,2022
324,KITGUM,Kitgum,"223,600",223600.0,KITGUM,KITGUM,KITGUM,KITGUM,KITGUM,KITGUM,Acholi,Kitgum District,122.0,107.0,229.0,36172.0,21689.0,57861.0,33238.0,11528.0,44766.0,15754.0,12662.0,28416.0,20042.0,19239.0,39281.0,116.0,97.0,213.0,35295.0,21431.0,56726.0,31272.0,11196.0,42468.0,19468.0,18643.0,38111.0,15557.0,12494.0,28051.0,165569.0,115.0,97.0,212.0,34348.0,20880.0,55228.0,30593.0,10928.0,41521.0,19215.0,50721.0,69936.0,15314.0,12312.0,27626.0,1038.0,2048.0,3086.0,105328.0,65225.0,170553.0,20164.0,19346.0,39510.0,4391.0,232068.2161,52.85088046,3.3397,33.1689,713.4497036365162,KITGUM,1.0244930904721348,2.7733449516268003,0.025,1,True,1.2018106138636024,0.027,True,False,2022
325,KANUNGU,Kanungu,"277,300",277300.0,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,Kigezi,Kanungu District,19.0,20.0,39.0,12599.0,10652.0,23251.0,16858.0,11075.0,27933.0,5889.0,5111.0,11000.0,5986.0,5104.0,11090.0,19.0,20.0,39.0,12229.0,10323.0,22552.0,15984.0,10616.0,26600.0,5691.0,4855.0,10546.0,5715.0,4964.0,10679.0,70416.0,8.0,9.0,17.0,11893.0,10089.0,21982.0,15609.0,10422.0,26031.0,5534.0,22910.0,28444.0,5585.0,4829.0,10414.0,236.0,635.0,871.0,41351.0,31962.0,73313.0,6005.0,5124.0,11129.0,1275.0,297501.0911,233.3341891,0.8195,0.0,236.69156889354343,KANUNGU,0.6984840694394071,2.043634895527951,0.001,3,True,-1.1401237748314,0.003,False,True,2022
326,ZOMBO,Zombo,"283,100",283100.0,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,West Nile,Zombo District,19.0,22.0,41.0,22421.0,13545.0,35966.0,25914.0,11059.0,36973.0,11123.0,9461.0,20584.0,21108.0,19263.0,40371.0,11.0,9.0,20.0,21587.0,13186.0,34773.0,24885.0,10430.0,35315.0,19994.0,28160.0,48154.0,10727.0,9108.0,19835.0,138097.0,8.0,8.0,16.0,20893.0,12778.0,33671.0,23766.0,10204.0,33970.0,19365.0,50347.0,69712.0,10297.0,8699.0,18996.0,640.0,1234.0,0.0,80585.0,53350.0,133935.0,21127.0,19285.0,40412.0,939.0,296541.9074,315.8060781,2.4882,30.8499,465.6913459915244,ZOMBO,0.0806753117354856,1.2557267647257784,0.087,1,False,0.8712087532774693,0.101,False,False,2022
327,JINJA,Jinja,"515,100",515100.0,JINJA,JINJA,JINJA,JINJA,JINJA,JINJA,Busoga,Jinja District,58.0,51.0,109.0,16626.0,10774.0,27400.0,28444.0,14840.0,43284.0,11220.0,9066.0,20286.0,17473.0,14850.0,32323.0,28.0,21.0,49.0,15540.0,10085.0,25625.0,26031.0,13749.0,39780.0,16526.0,14030.0,30556.0,10665.0,8633.0,19298.0,115308.0,28.0,20.0,48.0,14915.0,9662.0,24577.0,24903.0,13061.0,37964.0,15835.0,46917.0,62752.0,10222.0,8208.0,18430.0,883.0,1659.0,2542.0,73821.0,49581.0,123402.0,17531.0,14901.0,32432.0,499.0,268511.1342,538.0984653,0.5349,33.2139,429.4347061009138,JINJA,0.0018713859185056,0.2216391157850615,0.471,3,False,-0.0960106684936134,0.451,False,False,2022
328,YUMBE,Yumbe,"663,600",663600.0,YUMBE,YUMBE,YUMBE,YUMBE,YUMBE,YUMBE,West Nile,Yumbe District,141.0,30.0,171.0,80742.0,51733.0,132475.0,81911.0,28666.0,110577.0,42423.0,34129.0,76552.0,66584.0,63228.0,129812.0,112.0,22.0,134.0,79821.0,50961.0,130782.0,79949.0,28167.0,108116.0,66095.0,62873.0,128968.0,42230.0,34430.0,76660.0,444660.0,111.0,22.0,133.0,270263.0,52136.0,322399.0,79300.0,27956.0,107256.0,65902.0,166327.0,232229.0,41913.0,34203.0,76116.0,2029.0,4263.0,6292.0,271801.0,177786.0,449587.0,66725.0,63258.0,129983.0,2323.0,826986.9841,355.9995627,3.4698,31.2483,537.6868179901503,YUMBE,0.363672090545448,2.655306574685776,0.03,1,True,1.155552885616462,0.031,True,False,2022
329,BUYENDE,Buyende,"414,600",414600.0,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,Busoga,Buyende District,80.0,67.0,147.0,12886.0,7404.0,20290.0,22487.0,9482.0,31969.0,9774.0,7711.0,17485.0,17030.0,15367.0,32397.0,80.0,67.0,147.0,12883.0,7401.0,20284.0,21150.0,9480.0,30630.0,17013.0,15262.0,32275.0,9767.0,7709.0,17476.0,100812.0,80.0,67.0,147.0,12853.0,7475.0,20328.0,21089.0,9425.0,30514.0,16996.0,45182.0,62178.0,9747.0,7692.0,17439.0,3746.0,6747.0,10493.0,62257.0,40031.0,102288.0,17110.0,15434.0,32544.0,1379.0,385941.3361,279.8704395,1.2414,33.1239,261.2106829984102,BUYENDE,-0.1075031568117431,-0.5380813785093304,0.243,2,False,0.1952547003078676,0.264,False,False,2022
330,KISORO,Kisoro,"315,400",315400.0,KISORO,KISORO,KISORO,KISORO,KISORO,KISORO,Kigezi,Kisoro District,1.0,0.0,1.0,1622.0,1758.0,3380.0,3306.0,3334.0,6640.0,943.0,904.0,1847.0,1149.0,1080.0,2229.0,1.0,0.0,1.0,1566.0,1706.0,3272.0,3148.0,3253.0,6401.0,1093.0,1025.0,2118.0,925.0,843.0,1768.0,13560.0,1.0,0.0,1.0,1632.0,1661.0,3293.0,3038.0,3189.0,6227.0,1050.0,5801.0,6851.0,906.0,820.0,1726.0,6.0,53.0,59.0,7021.0,7076.0,14097.0,1150.0,1080.0,2230.0,690.0,397813.9477,576.5419532,1.1539,29.6499,34.08628600982559,KISORO,1.188290152513058,1.4041371810657526,0.021,3,True,-0.970842576149472,0.023,False,True,2022
331,NAKAPIRIPIRIT,Nakapiripirit,"113,300",113300.0,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,Karamoja,Nakapiripirit District,71.0,73.0,144.0,5130.0,3503.0,8633.0,9744.0,7677.0,17421.0,3679.0,3139.0,6818.0,12408.0,11731.0,24139.0,12.0,16.0,28.0,4739.0,3347.0,8086.0,7794.0,6762.0,14556.0,11506.0,10910.0,22416.0,3489.0,2981.0,6470.0,51556.0,13.0,14.0,27.0,4702.0,3337.0,8039.0,7716.0,6769.0,14485.0,11459.0,30940.0,42399.0,3472.0,2981.0,6453.0,267.0,649.0,916.0,31032.0,26123.0,57155.0,12479.0,11804.0,24283.0,2641.0,106550.8415,40.34488508,1.7013,34.5971,483.86290783071854,NAKAPIRIPIRIT,-0.0458037899055873,-0.8465384182196073,0.183,4,False,-0.3065148122673193,0.199,False,False,2022
